Date,open,high,low,close,volume,market_cap,lagged_open,lagged_close,returns,lagged_returns,returns2,idx,up,down,HV_14_days,HV_22_days,HV_44_days,SMA_14_close,DSMA_14_close,SMA_28_close,DSMA_28_close,SMA_12_close,DSMA_12_close,lagged_SMA_12_close,EMA_12_close,DEMA_12_close,SMA_26_close,DSMA_26_close,lagged_SMA_26_close,EMA_26_close,DEMA_26_close,rsi,macd,momentum,boll_bands_upper_band,boll_bands_lower_band,daily_volatility_close,daily_volatility_returns,daily_ann_volatility,daily_volatility_returns_1_lag,daily_volatility_returns_2_lag,daily_volatility_returns_3_lag,daily_volatility_returns_4_lag,daily_volatility_returns_5_lag,returns_1_lag,returns_2_lag,returns_3_lag,returns_4_lag,returns_5_lag
2019-10-01,180.21,185.05,175.81,177.34,7676276225,19148222892,170.46,179.87,-1.406571412686941,5.495601173020526,1.9784431389881372,0,0.0,1.407,5.453920420629449,4.720859955263698,3.912094645202374,190.17357142857145,,186.70142857142858,,185.81333333333336,185.81333333333336,189.47500000000002,177.34,,187.59346153846155,187.59346153846155,187.47346153846155,177.34,,44.217945535532806,0.0,-34.21000000000001,2264.5566207852094,-1884.2094779280665,0.894490078200993,2.440286520136818,46.621608505412304,2.7672779965607126,0.7959583483644026,1.720501829455582,2.5528307444264944,1.4453240015237647,5.495601173020526,-2.3314429741650877,-0.0801327914830341,4.786181251124577,-2.4343144712973275
2019-09-30,170.46,179.87,167.04,179.87,7552915148,19419149343,174.61,170.5,5.495601173020526,-2.3314429741650877,30.201632252904577,1,5.496,0.0,5.748257661028799,4.71033327067844,3.97470257202451,192.40714285714287,,186.77857142857144,,189.47500000000002,189.47500000000002,192.10166666666666,190.21987179487178,,187.47346153846155,187.47346153846155,187.32423076923078,186.77206552706554,,45.61145551829217,3.447806267806243,-35.650000000000006,2404.418808787611,-2019.6045230733253,3.3127952698589764,2.7672779965607126,52.86877189079495,0.7959583483644026,1.720501829455582,2.5528307444264944,1.4453240015237647,6.504652047863812,-2.3314429741650877,-0.0801327914830341,4.786181251124577,-2.4343144712973275,1.653679138659192
2019-09-29,174.61,175.21,167.0,170.5,6497088199,18405401315,174.68,174.57,-2.3314429741650877,-0.0801327914830341,5.43562634178375,2,0.0,2.331,5.632576274447967,4.570517985244016,3.8837211783545045,193.63857142857142,,186.72428571428574,,192.10166666666666,192.10166666666666,195.2775,191.46557692307692,,187.32423076923078,187.32423076923078,187.67038461538462,186.39850427350427,,39.00036426582196,5.067072649572651,-47.55000000000001,2375.00661792171,-1987.7294750645672,1.4389622997146219,0.7959583483644026,15.206762893555304,1.720501829455582,2.5528307444264944,1.4453240015237647,6.504652047863812,4.3105723689046425,-0.0801327914830341,4.786181251124577,-2.4343144712973275,1.653679138659192,-16.744255150554665
2019-09-28,174.68,175.78,170.77,174.57,6895423445,18842313324,166.65,174.71,-0.0801327914830341,4.786181251124577,0.006421264270863421,3,0.0,0.08,5.622442866191733,4.660369812429548,3.8757744116273694,195.01642857142858,,186.7646428571429,,195.2775,195.2775,197.15583333333336,193.68108974358975,,187.67038461538462,187.67038461538462,187.81576923076926,186.83460113960118,,41.01101369179757,6.8464886039885755,-46.71000000000001,2387.953883794665,-1997.921026651808,0.0494974746830535,1.720501829455582,32.870141298500705,2.5528307444264944,1.4453240015237647,6.504652047863812,4.3105723689046425,0.9581505189845445,4.786181251124577,-2.4343144712973275,1.653679138659192,-16.744255150554665,-4.552115339163332
2019-09-27,166.65,175.61,163.21,174.71,7909313625,18854855889,170.76,166.73,4.786181251124577,-2.4343144712973275,22.907530968616424,4,4.786,0.0,5.736030200735482,4.695084176896611,3.8793861606809514,195.98357142857145,,186.6896428571429,,197.15583333333336,197.15583333333336,198.41250000000002,194.76596153846157,,187.81576923076926,187.81576923076926,187.6973076923077,186.7352849002849,,41.07865825297352,8.030676638176658,-36.67999999999998,2444.318940553142,-2052.3517976959993,2.8213560569343312,2.5528307444264944,48.7717628914163,1.4453240015237647,6.504652047863812,4.3105723689046425,0.9581505189845445,0.24104283163544435,-2.4343144712973275,1.653679138659192,-16.744255150554665,-4.552115339163332,-1.8420564216778068
2019-09-26,170.76,171.69,157.13,166.73,7848286154,17991000062,168.13,170.89,-2.4343144712973275,1.653679138659192,5.925886945167587,5,0.0,2.434,5.563235272407568,4.582328660287883,4.116774391247802,196.44071428571434,190.17357142857145,186.47964285714286,186.70142857142858,198.41250000000002,198.41250000000002,200.1941666666667,195.04583333333335,,187.6973076923077,187.6973076923077,187.91807692307697,186.3485897435898,,35.44269796818311,8.69724358974355,-41.880000000000024,2382.132535588161,-1989.251107016732,1.4707821048680276,1.4453240015237647,27.61287627763438,6.504652047863812,4.3105723689046425,0.9581505189845445,0.24104283163544435,0.1058555621364323,1.653679138659192,-16.744255150554665,-4.552115339163332,-1.8420564216778068,-1.160284338454487
2019-09-25,168.13,174.72,164.91,170.89,9766632018,18438188568,201.84,168.11,1.653679138659192,-16.744255150554665,2.734654693636607,6,1.654,0.0,5.54890372066048,4.572025998653382,4.107031999423497,197.4614285714286,192.40714285714287,186.57928571428576,186.77857142857144,200.1941666666667,200.1941666666667,201.04583333333335,196.40647435897438,,187.91807692307697,187.91807692307697,187.83884615384616,186.58337606837608,,37.16344495269408,9.823098290598296,-26.220000000000027,2388.850339945296,-1993.9274828024388,0.9828784258492914,6.504652047863812,124.27120288417301,4.3105723689046425,0.9581505189845445,0.24104283163544435,0.1058555621364323,2.170197439805705,-16.744255150554665,-4.552115339163332,-1.8420564216778068,-1.160284338454487,-1.4596890817064279
2019-09-24,201.84,203.5,162.73,168.11,11757739233,18135747380,211.71,201.92,-16.744255150554665,-4.552115339163332,280.3700805468764,7,0.0,16.744,5.524675586193419,4.558469547816957,4.1036444250077535,198.02142857142857,193.63857142857142,186.68642857142862,186.72428571428574,201.04583333333335,201.04583333333335,202.12166666666667,196.8891025641026,,187.83884615384616,187.83884615384616,187.89307692307693,186.42766381766384,,35.211558460765005,10.461438746438745,-21.67999999999998,2386.0297325148595,-1989.9868753720023,11.953640135958567,4.3105723689046425,82.3533694748486,0.9581505189845445,0.24104283163544435,0.1058555621364323,2.170197439805705,1.1829634664494335,-4.552115339163332,-1.8420564216778068,-1.160284338454487,-1.4596890817064279,4.678556223094765
2019-09-23,211.71,211.84,201.89,201.92,7494673136,21780534855,215.49,211.55,-4.552115339163332,-1.8420564216778068,20.721754061046095,8,0.0,4.552,2.897210411447087,2.7483490473983534,3.321789897750626,198.8557142857143,195.01642857142858,187.3796428571429,186.7646428571429,202.12166666666667,202.12166666666667,200.1891666666667,200.45544871794874,177.34,187.89307692307693,187.89307692307693,186.81500000000005,187.93388888888893,177.34,54.238268480992694,12.521559829059811,13.809999999999974,1351.1094058943518,-953.3979773229231,3.4047191514132447,0.9581505189845445,18.305439962373985,0.24104283163544435,0.1058555621364323,2.170197439805705,1.1829634664494335,1.5915826189151523,-1.8420564216778068,-1.160284338454487,-1.4596890817064279,4.678556223094765,1.332630267005408
2019-09-22,215.49,216.09,207.64,211.55,7812854576,22815755536,217.9,215.52,-1.8420564216778068,-1.160284338454487,3.393171860644446,9,0.0,1.842,2.4769288582955626,2.4982635401361892,3.25920011233291,197.3721428571429,195.98357142857145,186.91571428571436,186.6896428571429,200.1891666666667,200.1891666666667,197.54250000000002,199.69750000000002,190.21987179487178,186.81500000000005,186.81500000000005,185.89076923076925,187.791452991453,186.77206552706554,63.2821802883747,11.906047008547006,30.439999999999998,1175.1256557901263,-780.3813700758404,1.4036069606553065,0.24104283163544435,4.605116832311,0.1058555621364323,2.170197439805705,1.1829634664494335,1.5915826189151523,0.6991204539153912,-1.160284338454487,-1.4596890817064279,4.678556223094765,1.332630267005408,5.834305717619603
2019-09-21,217.9,220.96,215.0,215.52,7743309778,23241121351,221.07,218.05,-1.160284338454487,-1.4596890817064279,1.3462597460627665,10,0.0,1.16,2.326300881963493,2.429036420301761,3.326850796061547,195.2157142857143,196.44071428571434,186.03321428571434,186.47964285714286,197.54250000000002,197.54250000000002,194.67833333333337,197.8847435897436,191.46557692307692,185.89076923076925,185.89076923076925,184.86807692307698,187.1385897435898,186.39850427350427,67.59694488221686,10.746153846153817,34.5,1103.4766909176954,-713.0452623462667,0.894490078200993,0.1058555621364323,2.0223676749926875,2.170197439805705,1.1829634664494335,1.5915826189151523,0.6991204539153912,1.0478615377309681,-1.4596890817064279,4.678556223094765,1.332630267005408,5.834305717619603,3.856894462300442
2019-09-20,221.07,221.6,215.16,218.05,8027974273,23511410671,211.25,221.28,-1.4596890817064279,4.678556223094765,2.130692215252955,11,0.0,1.46,2.3769419320604257,2.400151325994672,3.342229027359218,192.55428571428573,197.4614285714286,185.1678571428572,186.57928571428576,194.67833333333337,194.67833333333337,191.62083333333337,195.686858974359,193.68108974358975,184.86807692307698,184.86807692307698,183.66769230769233,186.21452991452995,186.83460113960118,70.43901151951607,9.472329059829065,39.32000000000002,1107.934997538745,-722.8264261101734,1.1419774516162806,2.170197439805705,41.461563870949455,1.1829634664494335,1.5915826189151523,0.6991204539153912,1.0478615377309681,1.0507465067177582,4.678556223094765,1.332630267005408,5.834305717619603,3.856894462300442,0.8930944660039186
2019-09-19,211.25,222.87,204.69,221.28,10620070913,23856751722,208.05,211.39,4.678556223094765,1.332630267005408,21.888888332658755,12,4.679,0.0,2.493325246001762,2.4649091197154376,3.335030207967179,189.11928571428572,198.02142857142857,184.33428571428573,186.68642857142862,191.62083333333337,191.62083333333337,188.03583333333336,193.15032051282054,194.76596153846157,183.66769230769233,183.66769230769233,182.51423076923078,185.38576923076926,186.7352849002849,74.13407925790841,7.764551282051286,41.49000000000001,1132.1910648687838,-753.9524934402123,3.496643032967493,1.1829634664494335,22.600485292980586,1.5915826189151523,0.6991204539153912,1.0478615377309681,1.0507465067177582,1.3489250227734801,1.332630267005408,5.834305717619603,3.856894462300442,0.8930944660039186,3.8650543868367304
