Date,ETH-model-0,ETH-model-1,ETH-model-2,ETH-model-3,ETH-model-4,ETH-model-5,ETH-model-6,ETH-model-7,ETH-model-8,ETH-model-9,ETH-model-10,ETH-model-11,ETH-model-12,ETH-model-13,ETH-model-14,ETH-model-15,ETH-model-16,ETH-model-17,ETH-model-18,ETH-model-19,ETH-model-20,ETH-model-21,ETH-model-22,ETH-model-23,ETH-model-24,ETH-model-25,ETH-model-26,ETH-model-27,ETH-model-28,ETH-model-29,ETH-model-30,ETH-model-31,ETH-model-32,ETH-model-33,ETH-model-34,ETH-model-35,ETH-model-36,ETH-model-37,ETH-model-38,ETH-model-39,ETH-model-40,ETH-model-41,ETH-model-42,ETH-model-43,ETH-model-44,ETH-model-45,ETH-model-46,ETH-model-47,ETH-model-48,ETH-model-49,ETH-model-50,ETH-model-51,ETH-model-52,ETH-model-53,ETH-model-54,ETH-model-55,ETH-model-56,ETH-model-57,ETH-model-58,ETH-model-59,ETH-model-60,ETH-model-61,ETH-model-62,ETH-model-63,ETH-model-64,ETH-model-65,ETH-model-66,ETH-model-67,ETH-model-68,ETH-model-69,ETH-model-70,ETH-model-71,ETH-model-72,ETH-model-73,ETH-model-74,ETH-model-75,ETH-model-76,ETH-model-77,ETH-model-78,ETH-model-79,ETH-model-80
2019-01-28,0.029898088074285182,0.1532888204091395,0.14586534201866788,0.029898088074285182,0.1532888204091395,0.14586534201866788,0.029898088074285182,0.1532888204091395,0.14586534201866788,0.015794759777254624,0.06282896223987004,0.06381502108281653,0.015794759777254624,0.06282896223987004,0.06381502108281653,0.015794759777254624,0.06282896223987004,0.06381502108281653,0.007674437099580432,0.0259863425980071,0.029161807989806686,0.007674437099580432,0.0259863425980071,0.029161807989806686,0.007674437099580432,0.0259863425980071,0.029161807989806686,1.6342623383236137e-06,2.4493465743005825e-05,7.175873653470966e-06,8.42564801595527e-05,6.0024578737513465e-05,0.00020071705312688836,0.00021938412029009924,0.0001279657485555376,0.00030328549194919214,1.6327016125581068e-06,2.4574699654662767e-05,6.985055560038852e-06,8.425046411212602e-05,6.039010105627606e-05,0.00020142412538078533,0.00021951407547170877,0.000128030462343222,0.000303258064561857,1.6329002094172242e-06,2.441644871966408e-05,6.990999896399219e-06,8.422820368440439e-05,6.0761990225127735e-05,0.00020045021766275768,0.00021927612853136697,0.00012833003485912656,0.0003032939883347831,6.369864468867694e-05,0.00045737214683991604,0.0011016479155272108,3.1348124802557264e-05,0.0014525711350891336,0.002409907687328229,4.902667769658523e-05,0.0018572921898517922,0.0027232695580317896,0.00015194039994619954,0.0020820999512100678,0.0030591586180312323,4.738210806491539e-05,0.0018742497084138809,0.0027075233468991265,6.307984493593297e-05,0.002078154000345169,0.0031916889877228577,4.919734295062116e-05,0.0018657256682175706,0.002660810794277227,5.134788328233078e-05,0.0018589798330931433,0.002655584476917305,0.00010985690605785612,0.001049291639885506,0.0018783234482309462
2019-01-29,0.017248619794566083,0.05950821120626911,0.0578367881175284,0.017248619794566083,0.05950821120626911,0.0578367881175284,0.017248619794566083,0.05950821120626911,0.0578367881175284,0.019143167379333845,0.05665403806465474,0.060296477314580064,0.019143167379333845,0.05665403806465474,0.060296477314580064,0.019143167379333845,0.05665403806465474,0.060296477314580064,0.011953914974109152,0.02824020900760449,0.034597079856714216,0.011953914974109152,0.02824020900760449,0.034597079856714216,0.011953914974109152,0.02824020900760449,0.034597079856714216,0.0007612903834141503,0.0002068316712124481,0.0005219640586043519,0.00015382887449319325,5.9618506350656444e-06,6.592921482458664e-05,0.00034802663235542847,1.1163228584592635e-06,0.000130388293669226,0.0007613363194831247,0.00020654899434141864,0.0005204013851764397,0.00015406565176918316,6.0057826409117826e-06,6.617136804064367e-05,0.00034785215176414905,1.1260540351213147e-06,0.00013041961800159746,0.0007612021435840543,0.00020705027384232782,0.0005203780626257036,0.00015402926733808353,5.920627644831118e-06,6.585679277996848e-05,0.00034789652554499103,1.125771921681015e-06,0.0001301971638513239,0.00038336651061272853,0.0013329995611188012,0.002649407156027922,3.3197259562895513e-06,0.00031616355731790916,0.0011024074854126837,4.144334136853552e-06,0.00032991571065538915,0.0011221498693409053,4.811551552293825e-05,0.0004707824336349086,0.0013996271092483665,4.229963955706777e-06,0.00036194138721193933,0.0011334892738239944,1.3890739898306864e-06,0.00020794311840933628,0.0009054447801339117,1.8138366273589928e-06,0.00035414470176549714,0.0010909011884421432,5.909457033253564e-06,0.00035260147737097784,0.001102133648872444,0.00012527638652241435,0.0008879436927547252,0.0021340848438686595
2019-01-30,0.013647643126001554,0.07041043978476251,0.060838022057742615,0.013647643126001554,0.07041043978476251,0.060838022057742615,0.013647643126001554,0.07041043978476251,0.060838022057742615,0.003630926502671307,0.01757206474770951,0.01577784949240227,0.003630926502671307,0.01757206474770951,0.01577784949240227,0.003630926502671307,0.01757206474770951,0.01577784949240227,0.006141851416753631,0.022519442088689,0.025084372443550357,0.006141851416753631,0.022519442088689,0.025084372443550357,0.006141851416753631,0.022519442088689,0.025084372443550357,8.024794633488752e-05,0.00043968714677165496,0.00030656819950397027,0.00010545323303161176,0.00046248084147294463,0.00036956979741634935,0.0004841637315721382,0.0007796009605332594,0.0006090938850536034,8.02295225914037e-05,0.00044005758774766964,0.0003077663926608469,0.00010536461040239768,0.0004619181798673241,0.00036878981752966317,0.00048432394504176765,0.0007795407385456594,0.0006090389532516393,8.026241741975321e-05,0.0004394300296017061,0.000307793452053007,0.00010544129425058731,0.00046091412674857305,0.0003698754371696873,0.0004843294787340925,0.0007803237219927831,0.0006089047495480269,1.988363273181229e-05,0.00035422385007729607,0.0006488158868355081,5.082126864809694e-06,0.0004789243810093797,0.0006950236095862874,8.539366802076779e-06,0.00038453460370285904,0.0006257044442019736,3.1613805981122084e-05,0.00034096260844884013,0.0005368144122851584,8.077603615988689e-06,0.00039293566868343243,0.0006432548755758409,1.1750504054685053e-05,0.000288966997099388,0.00048305518023371974,1.5773177327156342e-05,0.0003830413801798984,0.000611923729503558,7.947633344235339e-06,0.0003870681575880384,0.0006350508282245737,0.00032787940372152387,0.00022396541014029408,6.642943104505121e-05
2019-01-31,0.011182880229081944,0.05041563962317618,0.0492830243002805,0.011182880229081944,0.05041563962317618,0.0492830243002805,0.011182880229081944,0.05041563962317618,0.0492830243002805,0.003829192172235025,0.01691976217256005,0.016588860876034194,0.003829192172235025,0.01691976217256005,0.016588860876034194,0.003829192172235025,0.01691976217256005,0.016588860876034194,0.0009455165580007516,0.003323409487400316,0.004046445593574968,0.0009455165580007516,0.003323409487400316,0.004046445593574968,0.0009455165580007516,0.003323409487400316,0.004046445593574968,0.0004791149816421661,0.0016401219743610738,0.00122915845009615,0.0008606935005479216,0.002305170867148096,0.0016978122963190359,0.0007561380633466244,0.00220424286309709,0.0016557887694834193,0.00047905939288071407,0.0016409381535827626,0.00123154691786271,0.0008602388716818192,0.0023051168603208643,0.0016963074720660002,0.0007563202726619175,0.0022038801465982076,0.001655595896936676,0.000479200765602753,0.0016395880930175192,0.0012316493648817815,0.0008603750038651272,0.002303136797839725,0.0016983972691498323,0.0007563125694903168,0.00220398092184722,0.0016559059191864713,0.0002048022501529863,4.211381364902266e-06,0.0001484840288474843,0.0005637810673852366,5.3998640481030625e-05,1.4835784030355896e-05,0.0005481401989594387,4.704451049359264e-05,1.7152470835695167e-05,0.0004762983278600911,4.376954652197301e-05,2.148029016092056e-05,0.0005513651512406949,5.02240276860617e-05,1.6501850006325475e-05,0.0004916636305605861,8.778319642971354e-06,6.0644286605255544e-05,0.0005150351543850699,4.861991300907089e-05,1.8402909688241155e-05,0.0005567674865802852,4.989513832334525e-05,1.6786569269796716e-05,0.00024066391937035395,3.5591853527043875e-05,0.00031168396050366184
2019-02-01,0.009115490247009295,0.043339274341618786,0.04042449834058528,0.009115490247009295,0.043339274341618786,0.04042449834058528,0.009115490247009295,0.043339274341618786,0.04042449834058528,0.0019364871580010445,0.008826499651493533,0.009299854079715062,0.0019364871580010445,0.008826499651493533,0.009299854079715062,0.0019364871580010445,0.008826499651493533,0.009299854079715062,0.0005562457246997099,0.002507969675839865,0.0029281500789593586,0.0005562457246997099,0.002507969675839865,0.0029281500789593586,0.0005562457246997099,0.002507969675839865,0.0029281500789593586,0.0016974357490505774,0.004484766696825033,0.003866634247904221,0.002220870140694085,0.005173414620454683,0.0045241752934997645,0.00241326420785498,0.0055142017780212115,0.004743702158824852,0.0016972883657870618,0.004486222016961057,0.0038709222049236845,0.002220161629849969,0.005172737851045308,0.004521574100436339,0.002413827336385579,0.005513668429476595,0.0047432476088741845,0.0016976413068684221,0.004483910957575971,0.003871203256416553,0.002220445562192795,0.005169454674105872,0.004525286842990409,0.0024135737941590393,0.005514700324180529,0.00474377047624655,0.0022291701523554893,0.0016146597180027905,0.0012003153618240928,0.0031894345698979553,0.0023324572631566905,0.0019330126298115985,0.003249151661597414,0.0025185798112006817,0.002025495764915886,0.0033353551349081284,0.002553577685979205,0.002065324532595063,0.003242652456773861,0.0025032604868703875,0.002009235274321915,0.003415275894766871,0.0031472601496434225,0.002547774008908149,0.0032740713972624624,0.00250692566380726,0.0020164867053723704,0.0032381376382730233,0.0025075812386368447,0.002010926310197904,0.00483345334714095,0.006675585425701078,0.005403612635694201
2019-02-02,0.013499463028113291,0.06482511437355304,0.056888758297967364,0.013499463028113291,0.06482511437355304,0.056888758297967364,0.013499463028113291,0.06482511437355304,0.056888758297967364,0.003355113551858345,0.015209472836537587,0.013521121175765502,0.003355113551858345,0.015209472836537587,0.013521121175765502,0.003355113551858345,0.015209472836537587,0.013521121175765502,0.0010113962120995494,0.003472210226640826,0.003606532359313339,0.0010113962120995494,0.003472210226640826,0.003606532359313339,0.0010113962120995494,0.003472210226640826,0.003606532359313339,0.0012420085854323766,0.0035027654106778963,0.003413730844190258,0.001384994579632499,0.003501645196620112,0.003480344189494395,0.0014901047862959495,0.0035688305785585134,0.003559113217242899,0.00124185996472134,0.003503915508190505,0.003417889341554796,0.0013844734897501298,0.0035005914598934857,0.003477961802954332,0.0014903538857406456,0.0035683668477467945,0.0035587827729962954,0.0012420898024705636,0.003502121075277308,0.003418114285045584,0.0013848043810447124,0.003497684646530596,0.0034813162672009995,0.0014903750326383965,0.0035686227219807517,0.0035590048823787826,0.001164602323847743,0.0004891870980749515,0.0005246719909453823,0.0010875583597662738,0.00036587525674718,0.0004189065979784178,0.0010823394160443106,0.00036024807270164047,0.00041994891068886114,0.0011247279118388306,0.000394833382101316,0.00046465039743045323,0.0010845030817179927,0.00037030616930938567,0.0004188465169112471,0.0010013452947453024,0.0002265490998024911,0.0003099684369843482,0.0010635412189665587,0.00036859426417407365,0.0004170213172639657,0.0010923743644401269,0.0003698683019175397,0.0004178954711122523,0.0008428509316474359,8.329982051790849e-05,0.00013660907257242918
2019-02-03,0.02081403889244727,0.07649461693830034,0.07514920405998378,0.02081403889244727,0.07649461693830034,0.07514920405998378,0.02081403889244727,0.07649461693830034,0.07514920405998378,0.009202308276518162,0.028186338190675533,0.02816110455303783,0.009202308276518162,0.028186338190675533,0.02816110455303783,0.009202308276518162,0.028186338190675533,0.02816110455303783,0.003972061379220051,0.008686851873312617,0.009714711427158669,0.003972061379220051,0.008686851873312617,0.009714711427158669,0.003972061379220051,0.008686851873312617,0.009714711427158669,9.714969036570732e-05,0.0011413840117520586,0.0009070457536831961,0.00016995435409769362,0.0012815111270488614,0.0009797129478762924,0.0001278257092066812,0.0012187090779601382,0.0009312958702193188,9.710867098170144e-05,0.0011420648211655305,0.000909233401196974,0.00016978416941914717,0.0012809913269857286,0.0009784014698913618,0.00012789538608894643,0.00121842599860455,0.0009311706843299324,9.717254935766438e-05,0.0011409499413023204,0.0009093162187862752,0.00016985096936801786,0.0012793098277543453,0.0009802309155695355,0.0001279053589957002,0.0012183656704509813,0.0009313630606259287,7.291907746337119e-07,0.00015535359038559846,0.00024435407591141134,1.5498194805649364e-05,9.888433882809533e-05,0.00021520670345937225,1.297357961633024e-05,0.00011614635836892442,0.00023587981349597778,2.9853035772064264e-06,0.00013002232647485237,0.0002631681740808049,1.3268668769102145e-05,0.0001160530843273509,0.00023513852268300492,1.6161629277316832e-05,7.038821089960796e-05,0.00020264502482701972,1.0440354390192253e-05,0.00011718156018424341,0.00023610489966636967,1.2894494636581713e-05,0.00011548755742606744,0.00023178627871428678,9.323286281370336e-05,0.00017918574464932254,2.7717787289221997e-05
2019-02-04,0.01555596981156307,0.055924720234976605,0.05291566315733452,0.01555596981156307,0.055924720234976605,0.05291566315733452,0.01555596981156307,0.055924720234976605,0.05291566315733452,0.006583138103668649,0.018757376576943086,0.01986095428489811,0.006583138103668649,0.018757376576943086,0.01986095428489811,0.006583138103668649,0.018757376576943086,0.01986095428489811,0.0031478855529942745,0.006890245339090002,0.007956892272978931,0.0031478855529942745,0.006890245339090002,0.007956892272978931,0.0031478855529942745,0.006890245339090002,0.007956892272978931,0.0005264001095451606,0.002843820842912002,0.002486657369315048,0.0009108807282299682,0.003541383079026696,0.00311502243777705,0.0009565421977806679,0.003640531519962718,0.0031464115189072787,0.0005262840601977097,0.002844979677276799,0.002490335322677948,0.0009103637705655028,0.0035410156891759327,0.003112828742724289,0.0009569168514621127,0.0036400357141099203,0.003146082251002717,0.0005264763275247503,0.002843140098069193,0.00249053879477284,0.0009105544053219463,0.003538173913618213,0.003115894412139288,0.0009567605837284224,0.003640684071080179,0.0031466063235114946,0.000990562159204314,0.0007895743215723747,0.0007979745880679291,0.0018543377721774237,0.0014676482727318866,0.0015088690218140752,0.0018760442472614245,0.0015632982063848544,0.001554530734572049,0.001814743017294177,0.0015317053989570178,0.0015071514827434609,0.0018735214276668155,0.0015445807442372515,0.001543210097092251,0.0018975728704038566,0.0017294311670226926,0.0017379385597297394,0.0018915104773341805,0.0015484274194111172,0.0015555651302938947,0.0018673012589768933,0.0015500912739255988,0.0015515470512560854,0.0017443580254615561,0.0015067273764252825,0.0014031346238923925
2019-02-05,0.018861245535256414,0.061579306988456976,0.05930646303632173,0.018861245535256414,0.061579306988456976,0.05930646303632173,0.018861245535256414,0.061579306988456976,0.05930646303632173,0.006385991130083593,0.015652054791623668,0.016070045745918776,0.006385991130083593,0.015652054791623668,0.016070045745918776,0.006385991130083593,0.015652054791623668,0.016070045745918776,0.003525674648014433,0.005815783784718572,0.007340913680423488,0.003525674648014433,0.005815783784718572,0.007340913680423488,0.003525674648014433,0.005815783784718572,0.007340913680423488,0.0004924086992242977,0.003362716238881816,0.0029249194612942573,0.0007454052113429283,0.003758158673861836,0.0032829741663956,0.0009161773870318764,0.003980698018169421,0.0034698166113633798,0.0004922772031601354,0.003364055916387991,0.002929022014058237,0.0007449742496019365,0.003757372344649068,0.0032804856094768627,0.0009165786360928633,0.003980212843315097,0.003469428753456161,0.0004924916570970576,0.0033619461024824468,0.0029292763273850555,0.0007451191468636456,0.0037542675931606993,0.003284027297076004,0.0009163908352689928,0.003981040868671144,0.0034697355739575324,0.0018422522806285867,0.0025740914039587355,0.0020956396895196647,0.002370717883996722,0.0030782334818234237,0.0024427954835503462,0.0024037511942888107,0.0032316734232465416,0.0025191287061293315,0.0025140535545392388,0.003318180894402393,0.002624962700240268,0.0024018148221978666,0.003236667062411689,0.002506662508511909,0.002423339841389415,0.0033683372784622323,0.002693187435754029,0.0024110734949167145,0.0032384451896521056,0.002514249409129992,0.0024079280755431452,0.003238264963929461,0.0025050808882016613,0.003571752831303925,0.0069299373830585455,0.005715935242696223
2019-02-06,0.0213322529509723,0.07465984810345394,0.07338222590717199,0.0213322529509723,0.07465984810345394,0.07338222590717199,0.0213322529509723,0.07465984810345394,0.07338222590717199,0.007968507483689533,0.021038313535814448,0.022350980686461453,0.007968507483689533,0.021038313535814448,0.022350980686461453,0.007968507483689533,0.021038313535814448,0.022350980686461453,0.0032017655774540504,0.005427373535996781,0.006737970382076092,0.0032017655774540504,0.005427373535996781,0.006737970382076092,0.0032017655774540504,0.005427373535996781,0.006737970382076092,0.000583131715784063,0.003397113883357447,0.002765754214904191,0.0007090271164355825,0.003408190287003341,0.002780601885109411,0.0006804864816372523,0.003389118531903087,0.002760137992129565,0.0005829886242484263,0.003398442166220521,0.002769832453682007,0.0007086832633246738,0.0034070266589209235,0.002778154029512029,0.0006807216232596426,0.003388660635297405,0.002759897878523577,0.0005831984176077437,0.003396255731633711,0.002769999732881595,0.0007087728997677898,0.0034040432883176157,0.0027815997658603322,0.000680674257279717,0.003388687890966834,0.002760142125659505,0.0013434147198110092,0.0017255259145956172,0.001136388523717107,0.0012465589513109706,0.0014255275929409938,0.0008987540430565342,0.0012254079108653148,0.0013682384458716266,0.000859718403672872,0.0011844608253742275,0.0013998379474349555,0.0008674249554469039,0.0012288796777669144,0.0013847179942469432,0.0008625870857976037,0.0011990093884625293,0.001364247249624617,0.0008110939631965058,0.0011961384341944794,0.0013800217307101427,0.0008574356247715428,0.001231654712990822,0.0013835671355468876,0.0008645837946374888,0.0010078846133286926,0.0010031611364699927,0.0004987936978678539
