Date,EOS-model-0,EOS-model-1,EOS-model-2,EOS-model-3,EOS-model-4,EOS-model-5,EOS-model-6,EOS-model-7,EOS-model-8,EOS-model-9,EOS-model-10,EOS-model-11,EOS-model-12,EOS-model-13,EOS-model-14,EOS-model-15,EOS-model-16,EOS-model-17,EOS-model-18,EOS-model-19,EOS-model-20,EOS-model-21,EOS-model-22,EOS-model-23,EOS-model-24,EOS-model-25,EOS-model-26,EOS-model-27,EOS-model-28,EOS-model-29,EOS-model-30,EOS-model-31,EOS-model-32,EOS-model-33,EOS-model-34,EOS-model-35,EOS-model-36,EOS-model-37,EOS-model-38,EOS-model-39,EOS-model-40,EOS-model-41,EOS-model-42,EOS-model-43,EOS-model-44,EOS-model-45,EOS-model-46,EOS-model-47,EOS-model-48,EOS-model-49,EOS-model-50,EOS-model-51,EOS-model-52,EOS-model-53,EOS-model-54,EOS-model-55,EOS-model-56,EOS-model-57,EOS-model-58,EOS-model-59,EOS-model-60,EOS-model-61,EOS-model-62,EOS-model-63,EOS-model-64,EOS-model-65,EOS-model-66,EOS-model-67,EOS-model-68,EOS-model-69,EOS-model-70,EOS-model-71,EOS-model-72,EOS-model-73,EOS-model-74,EOS-model-75,EOS-model-76,EOS-model-77,EOS-model-78,EOS-model-79,EOS-model-80
2019-05-24,0.13853593290588706,0.004091663064018936,0.004217543533772089,0.13853593290588706,0.004091663064018936,0.004217543533772089,0.13853593290588706,0.004091663064018936,0.004217543533772089,0.1644475866492812,0.04150961036490602,0.0437012912107653,0.1644475866492812,0.04150961036490602,0.0437012912107653,0.1644475866492812,0.04150961036490602,0.0437012912107653,0.16868977290036705,0.07977231841545089,0.08286438693827444,0.16868977290036705,0.07977231841545089,0.08286438693827444,0.16868977290036705,0.07977231841545089,0.08286438693827444,0.4147663549806405,0.3201073713935784,0.3223145749520551,0.4162018693057777,0.32011172177542363,0.3223169715208883,0.4111384453334731,0.3201078942389949,0.32231909757811306,0.4090542146848582,0.32063490502534564,0.3226539575209585,0.39574617184999855,0.29780902923349645,0.29954271371753755,0.396390037411241,0.320664233250829,0.2999114056177039,0.3996360529244906,0.3140782136675733,0.3158935035460865,0.3957155684686536,0.2978006269720456,0.2995608589955311,0.4024797769028495,0.3184446848674712,0.3201054019300766,0.4097586197675334,0.08718545984720524,0.0928177241684443,0.4097469495238885,0.08719276470168151,0.09288333937951204,0.4100052819277922,0.08703225722626909,0.09286534366467414,0.4080270105026277,0.08739043770435995,0.09331237241362482,0.3946242953097056,0.06663469710318068,0.07191777534903768,0.0034477709047732326,0.06645375328257994,0.07160590105893827,0.33159773953652777,0.0699465313245935,0.0734488410004531,1.3284046766404782,0.0622427864731442,0.06739513503869682,0.4195938883598377,0.11723329904557568,0.11587711661242725
2019-05-25,0.05525479285126983,0.008200933162833442,0.01056296457870682,0.05525479285126983,0.008200933162833442,0.01056296457870682,0.05525479285126983,0.008200933162833442,0.01056296457870682,0.06259879896703606,0.004355122303099935,0.004080327972252768,0.06259879896703606,0.004355122303099935,0.004080327972252768,0.06259879896703606,0.004355122303099935,0.004080327972252768,0.06450115970722614,0.030428295360794708,0.031907715295998874,0.06450115970722614,0.030428295360794708,0.031907715295998874,0.06450115970722614,0.030428295360794708,0.031907715295998874,0.2249966387680442,0.17373587362771725,0.175140612304715,0.2272567271759913,0.1737386122166927,0.17513983978556436,0.2304394815914249,0.1737353156613486,0.17514037016166775,0.21733755967749216,0.169500542179883,0.17072437471696136,0.22923405819397494,0.18684336995430387,0.18802143976864946,0.2301571337357137,0.1695237704480074,0.1879874291499498,0.21500416286870105,0.16974325527519213,0.1708088065673856,0.2292134360201919,0.1868318115383401,0.18802294958279908,0.2093012153873355,0.16916683689801948,0.17035355850166434,0.2243796021549227,0.03833185840473511,0.041089590533045464,0.22437412813601545,0.03833796479162602,0.041130904674753666,0.2306987135259655,0.03823768421898232,0.04112110674943624,0.2194540449035428,0.03279518033236496,0.03524267354146079,0.22547638029650746,0.05481711343056455,0.058009333071519224,0.060230348362500685,0.056566033444995126,0.059693296751162576,0.1731843469300314,0.029744063732950313,0.03176462896899649,0.959725810526354,0.0664328628300454,0.06918112668536977,0.2213437833039708,0.030696016117289737,0.027790081467092533
2019-05-26,0.03361462072381513,0.11514219005199425,0.11343734230697106,0.03361462072381513,0.11514219005199425,0.11343734230697106,0.03361462072381513,0.11514219005199425,0.11343734230697106,0.047195965893255136,0.0014056802830256475,0.0008668042909161048,0.047195965893255136,0.0014056802830256475,0.0008668042909161048,0.047195965893255136,0.0014056802830256475,0.0008668042909161048,0.052292927145119565,0.0019443847302832301,0.003225164850851135,0.052292927145119565,0.0019443847302832301,0.003225164850851135,0.052292927145119565,0.0019443847302832301,0.003225164850851135,0.23657893139435535,0.15928671482334714,0.16171519874508933,0.2367878427759513,0.15928960089996538,0.1617174420875036,0.23254588900615894,0.15928735386936402,0.16171937696160776,0.2358817550538839,0.16399897098361205,0.1665234987842227,0.2320518284219435,0.16287146689485912,0.164677828912998,0.23329870885934265,0.16401666840297235,0.16492506468956605,0.22929099629468616,0.1598447404425935,0.1623136683776224,0.2320296371747357,0.16286102451539322,0.16468940600816004,0.2331708657596448,0.16950137187588493,0.17382232151984794,0.23148169265732316,0.017702615034484767,0.020248445172978632,0.2314714151300392,0.01770585196736937,0.02027944041707163,0.2281399033987734,0.017632998873524052,0.020271023285381683,0.2318291520013417,0.020739984585442156,0.02380642046429341,0.2490964850651042,0.0194325697455912,0.021894302465365476,0.052820048819826035,0.019051416305495898,0.02140329186355635,0.1779338646849614,0.01212007054880527,0.013971444546868718,0.9917310377697832,0.01486193078139358,0.017110472560167202,0.2135092245655837,0.0003595040936739948,0.0018316330971278566
2019-05-27,0.044585621880391085,0.4093766647937468,0.397415459263508,0.044585621880391085,0.4093766647937468,0.397415459263508,0.044585621880391085,0.4093766647937468,0.397415459263508,0.04605563806826038,0.09969516486387334,0.08807130494436735,0.04605563806826038,0.09969516486387334,0.08807130494436735,0.04605563806826038,0.09969516486387334,0.08807130494436735,0.06796880447292797,0.0184501273622176,0.013599814074328071,0.06796880447292797,0.0184501273622176,0.013599814074328071,0.06796880447292797,0.0184501273622176,0.013599814074328071,0.4044122096641424,0.1859577920983619,0.19022825684045924,0.4013509745706184,0.18596298717091103,0.19024295333443664,0.3703531864475607,0.18596302182540908,0.1902502119483152,0.4223882522052688,0.20591485436934465,0.21130017954576047,0.4287794438539533,0.22614591248145105,0.2307058177385163,0.42856485312851256,0.20593720992077047,0.22943921763520606,0.4283762639994571,0.20915278660053213,0.21459263396894573,0.4287484482041874,0.2261278091278297,0.2307043783092896,0.4387898315906716,0.21210857241701808,0.22134732544857644,0.3965985676830016,0.008988704578142114,0.011655328520216442,0.39657004857966205,0.008988409550677182,0.011683092973843305,0.3662736427409667,0.008928397541159547,0.011673644791630048,0.4020113544247466,0.01448122432884116,0.018539460286606337,0.4346292030977088,0.0271307842328164,0.03166627647838943,0.002554452249047138,0.02353060591575061,0.027912633096726414,0.3812880159378783,0.019716435382769668,0.025683038850641327,1.3613486170578113,0.016183617172745062,0.020059050317293117,0.41783618838213227,0.03283694841197273,0.034256486621466645
2019-05-28,0.1488169937508054,0.0031334833131233517,0.0020956021874921926,0.1488169937508054,0.0031334833131233517,0.0020956021874921926,0.1488169937508054,0.0031334833131233517,0.0020956021874921926,0.0898005659794067,0.016139003755217447,0.016995164076158968,0.0898005659794067,0.016139003755217447,0.016995164076158968,0.0898005659794067,0.016139003755217447,0.016995164076158968,0.08574676893431699,0.0010866153104534893,0.0007350221384821972,0.08574676893431699,0.0010866153104534893,0.0007350221384821972,0.08574676893431699,0.0010866153104534893,0.0007350221384821972,0.3643994560823327,0.18303156635412574,0.1870117900349761,0.3708355345316404,0.18303576650143852,0.1870220049443013,0.4005553904273655,0.18303516189318148,0.18702743868635835,0.34790400396427823,0.17528836780183624,0.17898416105956955,0.3233982835107064,0.14042272502236153,0.14360223568719885,0.32357260884580397,0.17533427813985927,0.14389265836268655,0.3747695466944983,0.19343297495057085,0.19753717240080107,0.32336305415596783,0.1404225556223577,0.1436134029406211,0.3546579321195634,0.1835628099060929,0.18683587422977535,0.35997511177484914,0.018510848034818443,0.022212908253118755,0.35995146514415616,0.01851149572945527,0.022249855018016167,0.4072629144040015,0.018428397596169818,0.022238343347736386,0.3517156745032878,0.012444899182449544,0.015357038455010526,0.3166810836788303,0.005027248654662349,0.007173863391652786,0.004486348869262628,0.00638779894240465,0.00863328503146989,0.3190784652807941,0.023448062977701068,0.02955842682459577,1.2793444984345768,0.011742387721296358,0.014262023806209853,0.3876881339890057,0.03301908549699392,0.030559003950516514
2019-05-29,0.1321407093574581,0.0013258770603251616,0.0005223507174275867,0.1321407093574581,0.0013258770603251616,0.0005223507174275867,0.1321407093574581,0.0013258770603251616,0.0005223507174275867,0.1582324065525866,0.07318898834151202,0.07012689315184477,0.1582324065525866,0.07318898834151202,0.07012689315184477,0.1582324065525866,0.07318898834151202,0.07012689315184477,0.12408145508569254,0.007767319136288846,0.008505177331006185,0.12408145508569254,0.007767319136288846,0.008505177331006185,0.12408145508569254,0.007767319136288846,0.008505177331006185,0.3419856564527892,0.19037411429875375,0.19393682562428896,0.34521562683300794,0.19037765039516444,0.1939433388785675,0.3392828520734382,0.1903763351228835,0.19394723340794687,0.32697235470841884,0.18343866676510776,0.1867903641180364,0.36007187772140936,0.22698078220707915,0.23100796930396456,0.3651345734033434,0.1834779411236304,0.23192558201036886,0.3109597828005094,0.17356617623895793,0.17675864063656155,0.36004394095849906,0.22696329076817634,0.2310063452336957,0.2574022967495547,0.16421376902003215,0.16551232938326793,0.3400769016726849,0.035422162242288315,0.03938559930424237,0.3400573732170861,0.03542396177149009,0.0394329055176977,0.3454835870869983,0.03531460882254179,0.039419821450107834,0.3327282650691043,0.027906657372494904,0.03136178569498864,0.36951365839962186,0.06072898879359494,0.06624788771344158,0.019772079481056762,0.06311025218049875,0.0685104974040583,0.23025229033755026,0.016909710509623185,0.01856421014476161,1.2296619628419094,0.07747021643180027,0.08233752196657106,0.2841857009653899,0.00660913571238324,0.007449044863671155
2019-05-30,0.14992472507588933,0.01469771519626662,0.0204995179718301,0.14992472507588933,0.01469771519626662,0.0204995179718301,0.14992472507588933,0.01469771519626662,0.0204995179718301,0.17645388273073034,0.031243045197049932,0.027684135405261268,0.17645388273073034,0.031243045197049932,0.027684135405261268,0.17645388273073034,0.031243045197049932,0.027684135405261268,0.1929226059167073,0.08911806631452665,0.0863849322782299,0.1929226059167073,0.08911806631452665,0.0863849322782299,0.1929226059167073,0.08911806631452665,0.0863849322782299,0.4540048746668982,0.2626909091097952,0.2650633154152658,0.4561595525465722,0.26269605267248064,0.2650728378811397,0.4371746236312161,0.2626940624681696,0.26507767134108584,0.4470716234907731,0.2642945234709392,0.2671912314918177,0.4253276026592676,0.2365170830941881,0.23876439465598,0.42574608888888615,0.2643298817272934,0.2388462330562174,0.4305382772581319,0.25458769919778457,0.2574399323237377,0.4252898025158619,0.23651204149884505,0.23877856209083764,0.4749992183360749,0.2927789181789596,0.3006233453017317,0.4454457623458476,0.04864244418741728,0.05274948823324103,0.44541736986859787,0.04864214765829019,0.05280756565926669,0.4162636441497295,0.0485088533662619,0.05279101629529091,0.4440296530676924,0.04959752044166831,0.05434458284212067,0.4412774145377893,0.03952628486393862,0.04321944441846568,0.0015138080013645065,0.0395310891839055,0.04302060445864323,0.3492496675638565,0.03725317625421873,0.04068573014871037,1.4454903198110172,0.03761888496873871,0.04071636637243359,0.4524615789251165,0.0828218876311134,0.0843596282648538
2019-05-31,0.10522884599368523,0.27646763375524497,0.2666647416398724,0.10522884599368523,0.27646763375524497,0.2666647416398724,0.10522884599368523,0.27646763375524497,0.2666647416398724,0.1065461257911233,0.039090474501128035,0.03529059197964679,0.1065461257911233,0.039090474501128035,0.03529059197964679,0.1065461257911233,0.039090474501128035,0.03529059197964679,0.13858453591893086,0.000356850824520126,5.6663180440932266e-05,0.13858453591893086,0.000356850824520126,5.6663180440932266e-05,0.13858453591893086,0.000356850824520126,5.6663180440932266e-05,0.5340696379516584,0.22516269475856587,0.2291875036247092,0.5324582510613697,0.2251690638590828,0.2292063440419412,0.5132354775131023,0.22516936237544494,0.2292151717688788,0.5464392310098745,0.2427647592796136,0.2476560678832501,0.5716924475023126,0.2851119131104286,0.28864403892416857,0.5750925156408964,0.242796228255538,0.2878833734008911,0.5453599955192407,0.24203191786896416,0.2473101618910387,0.5716537953025077,0.2850895842032313,0.28863964656010405,0.5797645094213993,0.2525116554665324,0.2611999595928223,0.522486007373134,0.011213950751754971,0.014113983210896998,0.5224385951984695,0.011211160183597921,0.01414854727729594,0.5293866933936343,0.011138516716899605,0.014136941545709247,0.5262259726693148,0.015616209848706918,0.019600775025102588,0.5908943613917206,0.04052748898197804,0.04573651663183798,0.004825901032339038,0.03711629741985663,0.04223597221219845,0.4766260659991446,0.01987811699028908,0.025776610493040027,1.6372909734597019,0.030835556074157795,0.035705829422662136,0.5657143383469374,0.019063328785654757,0.01956315185639909
2019-06-01,0.3026023784957677,5.966433503916968e-06,0.0006204801967961213,0.3026023784957677,5.966433503916968e-06,0.0006204801967961213,0.3026023784957677,5.966433503916968e-06,0.0006204801967961213,0.2249688935485898,0.00164999453249348,0.002318553615918884,0.2249688935485898,0.00164999453249348,0.002318553615918884,0.2249688935485898,0.00164999453249348,0.002318553615918884,0.2346630425488852,0.006810825822744017,0.006083519055768055,0.2346630425488852,0.006810825822744017,0.006083519055768055,0.2346630425488852,0.006810825822744017,0.006083519055768055,0.6867545934537254,0.31970675547531274,0.3225771028140008,0.6938432775738328,0.31971487750695204,0.3225993537319013,0.6968621211428453,0.3197145182301423,0.3226092933342294,0.6712000634410519,0.31846711388324106,0.32181127863947273,0.6254269942407046,0.2663974333680528,0.2696943896932046,0.6253334033301302,0.3185266325823226,0.26967752836953834,0.6982280967842661,0.3356523177187729,0.3391577277372415,0.6253709424243832,0.26639778296605104,0.2697089725153604,0.6149612832884619,0.31200010592199895,0.3138109414878429,0.6655803971263624,0.024302491404301598,0.02807184531697396,0.6655186873401064,0.02429611164976072,0.02812375248920362,0.6783469693595313,0.02418511701142028,0.028106611559457515,0.6606169390163725,0.020669226671042425,0.024348508232719043,0.6346653775581217,0.00889236803675275,0.01155680827722412,0.026243193381297228,0.009639929842294264,0.012265526691896407,0.6112668041759035,0.035275757397800776,0.04261857746989448,1.9133008330988537,0.012377952357855096,0.014950159492564206,0.6269643467291891,0.0015779515083290858,0.002256858559856507
2019-06-02,0.3355170452594754,0.06431334273076178,0.05829162796362924,0.3355170452594754,0.06431334273076178,0.05829162796362924,0.3355170452594754,0.06431334273076178,0.05829162796362924,0.3183501240571349,0.09913595857339673,0.08877189653359635,0.3183501240571349,0.09913595857339673,0.08877189653359635,0.3183501240571349,0.09913595857339673,0.08877189653359635,0.2728738217514428,0.037460418312070524,0.03623519652052792,0.2728738217514428,0.037460418312070524,0.03623519652052792,0.2728738217514428,0.037460418312070524,0.03623519652052792,0.5973004597188699,0.29557398879810265,0.29797481969366824,0.6053540793801608,0.2955803671552165,0.2979898481499754,0.6106574636637404,0.2955791276455472,0.2979968273909288,0.5678066581258229,0.2843121456463205,0.28627400017783555,0.607362610046902,0.3281245679485959,0.3290059037266458,0.6148758617876922,0.2843696409786856,0.3301032807997442,0.5565218824682355,0.27992766746667064,0.2821906510056645,0.6073180170653445,0.3281094725480412,0.32900345481060816,0.5052884399861417,0.2817874988576775,0.28340541009960163,0.5833271828507236,0.041977639130756084,0.0458203061123308,0.5832760842049116,0.04197135911967989,0.04588391996487965,0.6184796781522153,0.04183247719459607,0.045865372054028984,0.5682149004302047,0.028802182639207512,0.031407363186800374,0.5913975321249888,0.058726390640623474,0.0634818494620432,0.00974895862606365,0.06268936491897839,0.06742284800216483,0.4450461499239946,0.02718285596927944,0.029805943091456337,1.7520340297270716,0.08537224689621528,0.08970167944465053,0.5691681584100873,0.055747370467597805,0.05010375737279947
