Date,IOTA-model-0,IOTA-model-1,IOTA-model-2,IOTA-model-3,IOTA-model-4,IOTA-model-5,IOTA-model-6,IOTA-model-7,IOTA-model-8,IOTA-model-9,IOTA-model-10,IOTA-model-11,IOTA-model-12,IOTA-model-13,IOTA-model-14,IOTA-model-15,IOTA-model-16,IOTA-model-17,IOTA-model-18,IOTA-model-19,IOTA-model-20,IOTA-model-21,IOTA-model-22,IOTA-model-23,IOTA-model-24,IOTA-model-25,IOTA-model-26,IOTA-model-27,IOTA-model-28,IOTA-model-29,IOTA-model-30,IOTA-model-31,IOTA-model-32,IOTA-model-33,IOTA-model-34,IOTA-model-35,IOTA-model-36,IOTA-model-37,IOTA-model-38,IOTA-model-39,IOTA-model-40,IOTA-model-41,IOTA-model-42,IOTA-model-43,IOTA-model-44,IOTA-model-45,IOTA-model-46,IOTA-model-47,IOTA-model-48,IOTA-model-49,IOTA-model-50,IOTA-model-51,IOTA-model-52,IOTA-model-53,IOTA-model-54,IOTA-model-55,IOTA-model-56,IOTA-model-57,IOTA-model-58,IOTA-model-59,IOTA-model-60,IOTA-model-61,IOTA-model-62,IOTA-model-63,IOTA-model-64,IOTA-model-65,IOTA-model-66,IOTA-model-67,IOTA-model-68,IOTA-model-69,IOTA-model-70,IOTA-model-71,IOTA-model-72,IOTA-model-73,IOTA-model-74,IOTA-model-75,IOTA-model-76,IOTA-model-77,IOTA-model-78,IOTA-model-79,IOTA-model-80
2019-05-21,0.5103772995042188,0.4866494832920133,0.4812466309985862,0.5103772995042188,0.4866494832920133,0.4812466309985862,0.5103772995042188,0.4866494832920133,0.4812466309985862,0.5488044041408208,0.5432377640553127,0.542605653060689,0.5488044041408208,0.5432377640553127,0.542605653060689,0.5488044041408208,0.5432377640553127,0.542605653060689,0.40211425973187,0.3200454142001545,0.31046893547480986,0.40211425973187,0.3200454142001545,0.31046893547480986,0.40211425973187,0.3200454142001545,0.31046893547480986,0.4690252983903066,0.4244771958155666,0.4188392355587717,0.4674928270144581,0.4281368587333173,0.4201396833734775,0.5116613983368865,0.4738716823820551,0.4665055612659171,0.4690184806054248,0.4244357350967945,0.4188720427423385,0.4674968122621462,0.42813570706482185,0.4201336084871201,0.5116686358442336,0.4738773418785917,0.4665177746082901,0.4690272722172019,0.42445294739730266,0.4188433373366823,0.4675197081292716,0.4281157910919886,0.4201150307417491,0.5116692638762109,0.4738822421075264,0.4665329238201498,0.4031280579549362,0.3381386167144869,0.3360266724199525,0.4159730157185543,0.3606856189876014,0.3576999246603008,0.4687447088163489,0.4153371990215503,0.4129191450947285,0.4674850563694299,0.3850576530961701,0.3823737255172241,0.439513371172404,0.3694252582481203,0.3664729110978697,0.4564353276146742,0.4055489873505756,0.4024478041203485,0.38027289055895597,0.3101344421500268,0.3056318353467413,0.3802507277893648,0.309529068996337,0.3053576091453938,0.4031468193031512,0.3153779979696463,0.31498948479969074
2019-05-22,0.5305795424991882,0.3830714109654131,0.3810913402449865,0.5305795424991882,0.3830714109654131,0.3810913402449865,0.5305795424991882,0.3830714109654131,0.3810913402449865,0.5862900595217532,0.4743435645295576,0.4719357973768333,0.5862900595217532,0.4743435645295576,0.4719357973768333,0.5862900595217532,0.4743435645295576,0.4719357973768333,0.6381694483211411,0.5378811932760962,0.5363452035708874,0.6381694483211411,0.5378811932760962,0.5363452035708874,0.6381694483211411,0.5378811932760962,0.5363452035708874,0.5914788939073183,0.5402732822720919,0.5353986969405494,0.6018255070904989,0.5420226088241126,0.536477556366585,0.5684465145064795,0.4987011001944159,0.4901640441709316,0.5914718221947826,0.5402281744017599,0.5354350433875454,0.6018352344584581,0.5420270570304775,0.5365080923562967,0.5684455763668095,0.4986982412859305,0.4901913881825258,0.5914797002262221,0.5402465780642045,0.5354021996077261,0.6018461255264742,0.5419957067197154,0.5364671826213253,0.5684572378016731,0.4987187664608807,0.4902278727658106,0.4998736462310932,0.4224263220864696,0.4208107534179864,0.5080381862127368,0.4255906209388736,0.42379727702482894,0.4955199452705662,0.4147633144900362,0.41166994941143015,0.524202428588402,0.4372113250172761,0.4350668664339769,0.5128362902359209,0.4272178403381556,0.42533546891647545,0.4876887196279518,0.4000747843816468,0.3968804756464776,0.4466108901532384,0.3693457836762844,0.3673922019983325,0.4465940832823519,0.3717834432718956,0.3689884241268045,0.44620208539071504,0.3631480066909946,0.3620078237115177
2019-05-23,0.5201578821777051,0.5194327424151557,0.5177712424716019,0.5201578821777051,0.5194327424151557,0.5177712424716019,0.5201578821777051,0.5194327424151557,0.5177712424716019,0.5115262939408748,0.4753478220194242,0.4802005513880373,0.5115262939408748,0.4753478220194242,0.4802005513880373,0.5115262939408748,0.4753478220194242,0.4802005513880373,0.6276988643647378,0.613894653762041,0.6163250330205814,0.6276988643647378,0.613894653762041,0.6163250330205814,0.6276988643647378,0.613894653762041,0.6163250330205814,0.5034281153496872,0.4697980032979686,0.4670352685125649,0.5291996339082107,0.5002567336655458,0.4968223609151353,0.5802017002628789,0.5600297800251782,0.5567259175665717,0.5034214633505455,0.4697659897304579,0.4670594572922465,0.5292028521423673,0.5002614313342748,0.4968377339044328,0.5802071334102213,0.5600471430357089,0.5567467672613087,0.503427850372316,0.4697775573014656,0.4670315011802218,0.5292114472454637,0.5002281391420146,0.4968052261328209,0.5802108234452908,0.5600323098407807,0.5567496958088524,0.44535378376797774,0.389988226367818,0.3892026579098883,0.4901544900791527,0.4356992195853948,0.4341554433627117,0.5467224620452183,0.4973850063037515,0.4954584735897568,0.5098340229886049,0.43746954618169015,0.4362241450932537,0.5140786874741609,0.4443332035086148,0.4427533921493363,0.53914315248179,0.4936769299571264,0.4914830825799985,0.4733883096625706,0.4083744259130285,0.4068923297188892,0.473366800984273,0.4101610970735601,0.4080697117752631,0.5107460075075683,0.4606569664430394,0.4602069739772082
2019-05-24,0.5061712714684504,0.5063566019121821,0.5074895331127376,0.5061712714684504,0.5063566019121821,0.5074895331127376,0.5061712714684504,0.5063566019121821,0.5074895331127376,0.5650180634619344,0.6070601365646271,0.6091176062917906,0.5650180634619344,0.6070601365646271,0.6091176062917906,0.5650180634619344,0.6070601365646271,0.6091176062917906,0.5583881174547725,0.5302266198168399,0.5378416359151786,0.5583881174547725,0.5302266198168399,0.5378416359151786,0.5583881174547725,0.5302266198168399,0.5378416359151786,0.5292838511458776,0.5072735438542719,0.506250705060891,0.5412529339865837,0.5187970746931436,0.5178111082212563,0.5582939041856826,0.5464711561391753,0.5463426535956538,0.5292767447202119,0.5072490363628065,0.5062675434378419,0.5412555396296812,0.51880077094084,0.5178184594302898,0.5583046801016628,0.5464648999210208,0.5463501249094149,0.5292824668621163,0.5072560907999847,0.5062403753905006,0.5412580544552218,0.5187696772313772,0.5177883679753295,0.5582999761943988,0.5464638956991896,0.546343877221828,0.4950374510086269,0.4507210467134556,0.4517449642492619,0.5143439317513898,0.4721050763388104,0.4733761347080425,0.5434052320085997,0.5072066828761189,0.5094750087369442,0.5508032955731174,0.4911395878395671,0.4921973980070215,0.5302972758762307,0.4784989952787111,0.4798450895329236,0.5282062873772665,0.494529604860649,0.4968287631092631,0.4692234970333533,0.4206375190682552,0.4224004853950262,0.4692053049981452,0.4207618844541744,0.422493725423945,0.49660537161423707,0.4352067799710911,0.43990506205699015
2019-05-25,0.460046744125715,0.4617974218030462,0.4609846177954277,0.460046744125715,0.4617974218030462,0.4609846177954277,0.460046744125715,0.4617974218030462,0.4609846177954277,0.5169987941230992,0.5595063106806519,0.5609127090261076,0.5169987941230992,0.5595063106806519,0.5609127090261076,0.5169987941230992,0.5595063106806519,0.5609127090261076,0.6149228019851568,0.6645227510016719,0.6643845829521124,0.6149228019851568,0.6645227510016719,0.6643845829521124,0.6149228019851568,0.6645227510016719,0.6643845829521124,0.520014783811347,0.5101402513320131,0.5104996958653866,0.5360836010694728,0.5286647984805994,0.5290909244653728,0.5293593137897822,0.5165162758209565,0.5151400145705282,0.5200072469548507,0.5101229786454221,0.5105095573757445,0.536083776442045,0.528670386579821,0.5290993830700977,0.5293618094512644,0.5165094311339749,0.5151687754445768,0.5200126511738198,0.5101258650072115,0.5104837833613987,0.5360824568282855,0.5286336366390119,0.5290677039316446,0.5293694626702692,0.5165064540361622,0.5151765334396966,0.5100100975096504,0.4818767934072206,0.4832414298028702,0.5343452466597005,0.5081571480738366,0.5087360936664882,0.5414164304098772,0.5209111753048623,0.5198755697829276,0.5535482016312061,0.5163314952828986,0.5170751570806291,0.5451062272268352,0.5127505305424808,0.51321222704101,0.536783818199106,0.5113964781891387,0.5103726981318571,0.4863322512769439,0.4596083295300888,0.460603025964372,0.4863209785643017,0.4616478167362288,0.4618767769476104,0.4933901776032584,0.4564924387694834,0.4585346697028883
2019-05-26,0.3472517447513542,0.23981029107917934,0.2282495839122401,0.3472517447513542,0.23981029107917934,0.2282495839122401,0.3472517447513542,0.23981029107917934,0.2282495839122401,0.39969162694094695,0.3296900897566189,0.3181767083868773,0.39969162694094695,0.3296900897566189,0.3181767083868773,0.39969162694094695,0.3296900897566189,0.3181767083868773,0.45559213658712894,0.40927993620707703,0.3903476199003829,0.45559213658712894,0.40927993620707703,0.3903476199003829,0.45559213658712894,0.40927993620707703,0.3903476199003829,0.496770134981132,0.4840659689988944,0.4826719913402756,0.4829608062443084,0.4680077531278786,0.4646589980236213,0.4820581531652364,0.4625852571268512,0.4567734287513521,0.4967625903982864,0.484044466696306,0.4826859918616456,0.4829619180271117,0.4680092269892201,0.4646533586755508,0.4820645851242323,0.4625919957986522,0.4567917754312274,0.4967691501794291,0.4840499425412569,0.4826600915489716,0.4829685902356137,0.4679819841252575,0.4646315580267327,0.482066271995353,0.462588000623321,0.4568029671142015,0.4631665193276188,0.4302233424123741,0.4300365411485503,0.4347034684823658,0.4048445842151196,0.4038085066356726,0.4256690419157398,0.387973425965626,0.3855450961453182,0.4450927215366681,0.4162389332128941,0.4145735097329335,0.4280254542425225,0.4022182657259647,0.400885304612868,0.43266804221150346,0.4023752074081453,0.4007761316488875,0.4030302332578054,0.38055493502220056,0.3804521440779137,0.4030320553244382,0.3820941240010312,0.38143731925657104,0.4222117962440934,0.4124990477107976,0.4109268092404091
2019-05-27,0.2928330065705361,0.19317431606014124,0.18267216501006708,0.2928330065705361,0.19317431606014124,0.18267216501006708,0.2928330065705361,0.19317431606014124,0.18267216501006708,0.2956571963763865,0.2032309936058817,0.19364797448743096,0.2956571963763865,0.2032309936058817,0.19364797448743096,0.2956571963763865,0.2032309936058817,0.19364797448743096,0.3669585713505768,0.3012381129667894,0.2845952480469823,0.3669585713505768,0.3012381129667894,0.2845952480469823,0.3669585713505768,0.3012381129667894,0.2845952480469823,0.4239121417172868,0.4096177315638894,0.4069730060293736,0.4266574719505813,0.4105332465544221,0.4066291229620544,0.4181320044154651,0.39943554994074026,0.3937271587278653,0.4239050745492112,0.4095943396384149,0.4069892029703386,0.42665975372783577,0.41053741504260893,0.4066394497238448,0.41813657374768,0.39943937484119385,0.3937457041994768,0.4239121185369528,0.40960144541496657,0.4069648336091622,0.4266638167124914,0.4105054891152815,0.4066114160094564,0.4181402961103481,0.3994373979168148,0.3937581260685131,0.373813127401372,0.3393341299811839,0.33807861192046385,0.3804063096426256,0.3433196959249698,0.3414670240753474,0.3802256592052395,0.3452118488007283,0.3424976410636456,0.3677514448708329,0.3341971554844981,0.3320427990452302,0.3800386017118704,0.3428841240673422,0.34083224738615897,0.375299125421578,0.3369289012103653,0.33390911749535385,0.38817212602520657,0.35728586866343204,0.3572326247285834,0.3881707975322421,0.3585624632336478,0.3580090373865506,0.3996065853749468,0.3731023615509878,0.3717991599370757
2019-05-28,0.20154156678699234,0.07218833526793406,0.06288492837020124,0.20154156678699234,0.07218833526793406,0.06288492837020124,0.20154156678699234,0.07218833526793406,0.06288492837020124,0.20839146626946345,0.09072134616655553,0.08146056145042045,0.20839146626946345,0.09072134616655553,0.08146056145042045,0.20839146626946345,0.09072134616655553,0.08146056145042045,0.1981108290122082,0.10585795206624736,0.09049421024697184,0.1981108290122082,0.10585795206624736,0.09049421024697184,0.1981108290122082,0.10585795206624736,0.09049421024697184,0.3536540212944563,0.3279403170591646,0.3230234042509309,0.3314908420553885,0.3031546404607125,0.2957239139811639,0.3193623440408224,0.2810453114943133,0.27181245212027005,0.3536479161419419,0.327909510115973,0.32304720556165023,0.3314941582970441,0.3031543671822338,0.295721374961729,0.31936435285130305,0.2810510637530856,0.27183049771506235,0.35365557273783604,0.3279215068696959,0.3230235199362154,0.33150911905451297,0.3031350424391517,0.2957044899653098,0.31937030415821144,0.2810582596815934,0.2718562640743281,0.2930787236806989,0.2507663680696475,0.2483050085559166,0.2708637454432452,0.2324350848946761,0.22946461833010784,0.27240375163663283,0.22947444515121354,0.2260654934398609,0.27500028461714443,0.2366660831892581,0.2334101355465607,0.2677226282455669,0.2310133668190116,0.2278948997109609,0.2756515759523917,0.2359732506696512,0.2323209859783453,0.2817563773397988,0.2464668593165709,0.2437507575678721,0.2817583125212829,0.2453543556078089,0.2430456569190441,0.2784682058225506,0.2321628263425255,0.2288776703277308
2019-05-29,0.11470253865242155,0.055916971189998894,0.05031336030930987,0.11470253865242155,0.055916971189998894,0.05031336030930987,0.11470253865242155,0.055916971189998894,0.05031336030930987,0.0908728829384606,0.0311429565590378,0.027627661472665363,0.0908728829384606,0.0311429565590378,0.027627661472665363,0.0908728829384606,0.0311429565590378,0.027627661472665363,0.10305550768189403,0.04957841652232586,0.04261438738249848,0.10305550768189403,0.04957841652232586,0.04261438738249848,0.10305550768189403,0.04957841652232586,0.04261438738249848,0.1669975243203377,0.14971620458490487,0.1461191950546854,0.1769599651048986,0.1585278669470156,0.15405011662274462,0.1806565254653722,0.16322715452440162,0.15737182545079773,0.1669933880348323,0.14969539884977393,0.14613504771641556,0.1769631951410758,0.15853117930694874,0.15406434233314778,0.1806585686442406,0.16323769549390654,0.15738556280870605,0.1669988344000141,0.14970354216294646,0.14611936808526574,0.17696810420162004,0.15850958477146435,0.15404397336620648,0.18066250739305784,0.1632336715694384,0.1573980666638451,0.11792991471146486,0.0903998441543132,0.08865819684750627,0.12958656656747494,0.09965084843151564,0.09766803303849908,0.1357375733522438,0.10855346787197437,0.10615301330331248,0.1250000412809314,0.09538746298141168,0.09341387871842888,0.13299068601805378,0.10082654294332354,0.09879040686991804,0.1310105098307103,0.10248222771983152,0.09976410417385936,0.14219235872695465,0.11165809490760867,0.10986653350789,0.14218823360109048,0.11123341586335797,0.10959824130168437,0.13505660731248054,0.10418468669239184,0.10206012979956586
2019-05-30,0.13918432499328354,0.06652193025219273,0.06557007485844399,0.13918432499328354,0.06652193025219273,0.06557007485844399,0.13918432499328354,0.06652193025219273,0.06557007485844399,0.14132186514457198,0.07101750855553833,0.06962407741317034,0.14132186514457198,0.07101750855553833,0.06962407741317034,0.14132186514457198,0.07101750855553833,0.06962407741317034,0.10445465449679103,0.04335280776493741,0.04005721403163151,0.10445465449679103,0.04335280776493741,0.04005721403163151,0.10445465449679103,0.04335280776493741,0.04005721403163151,0.19703437218378933,0.17544181793167035,0.1722949213274113,0.1911939427076681,0.16875566845154932,0.16497074848634288,0.19893945053775655,0.17402142702580173,0.17100570404844614,0.19703015494164147,0.17541861698072886,0.17231330163454367,0.19119606327703773,0.16875587241106238,0.164971953730803,0.19894312493188224,0.1740210345491534,0.17101426306990433,0.19703502824944932,0.17542772910657795,0.1722954688312587,0.1912049953495404,0.168741874024943,0.16495721608025735,0.19894378965560733,0.17402701820948974,0.17102426398247286,0.13521670640008746,0.10202726055964867,0.10056477417710906,0.1319652118139784,0.10079641060382956,0.09944882667102416,0.14360497769797648,0.10977226381172232,0.10883642030539778,0.14211016535778792,0.10588742429453978,0.10445543056477684,0.13579390126956134,0.10191986220100648,0.10059585562251708,0.14195832385300072,0.10962315437028428,0.10844178873943,0.13351511656945309,0.0999466216401644,0.09821290417455017,0.13351016499574234,0.0988612017512082,0.09753439750801568,0.1327399627879148,0.09703101765717996,0.0960051914439458
