Date,BTC-model-0,BTC-model-1,BTC-model-2,BTC-model-3,BTC-model-4,BTC-model-5,BTC-model-6,BTC-model-7,BTC-model-8,BTC-model-9,BTC-model-10,BTC-model-11,BTC-model-12,BTC-model-13,BTC-model-14,BTC-model-15,BTC-model-16,BTC-model-17,BTC-model-18,BTC-model-19,BTC-model-20,BTC-model-21,BTC-model-22,BTC-model-23,BTC-model-24,BTC-model-25,BTC-model-26,BTC-model-27,BTC-model-28,BTC-model-29,BTC-model-30,BTC-model-31,BTC-model-32,BTC-model-33,BTC-model-34,BTC-model-35,BTC-model-36,BTC-model-37,BTC-model-38,BTC-model-39,BTC-model-40,BTC-model-41,BTC-model-42,BTC-model-43,BTC-model-44,BTC-model-45,BTC-model-46,BTC-model-47,BTC-model-48,BTC-model-49,BTC-model-50,BTC-model-51,BTC-model-52,BTC-model-53,BTC-model-54,BTC-model-55,BTC-model-56,BTC-model-57,BTC-model-58,BTC-model-59,BTC-model-60,BTC-model-61,BTC-model-62,BTC-model-63,BTC-model-64,BTC-model-65,BTC-model-66,BTC-model-67,BTC-model-68,BTC-model-69,BTC-model-70,BTC-model-71,BTC-model-72,BTC-model-73,BTC-model-74,BTC-model-75,BTC-model-76,BTC-model-77,BTC-model-78,BTC-model-79,BTC-model-80
2018-09-12,0.018628130043829884,0.0030555334856547487,0.003310773647594641,0.018628130043829884,0.0030555334856547487,0.003310773647594641,0.018628130043829884,0.0030555334856547487,0.003310773647594641,0.035072727404136264,0.03611652598924707,0.03625201477999953,0.035072727404136264,0.03611652598924707,0.03625201477999953,0.035072727404136264,0.03611652598924707,0.03625201477999953,0.05120657065074584,0.06351453028486935,0.06423490317212732,0.05120657065074584,0.06351453028486935,0.06423490317212732,0.05120657065074584,0.06351453028486935,0.06423490317212732,0.04450466055545175,0.05331429285332519,0.054295729643246665,0.04682183324130965,0.05497624972251188,0.05586080598846878,0.0469762199400782,0.05616159464097604,0.056829816078405065,0.044504704752378464,0.05331442253127038,0.0542956428630916,0.0468218296318825,0.05497862617131867,0.055860100953690206,0.0467601709594356,0.05616276387856094,0.056830326686710626,0.04450451468257975,0.053313870130249616,0.05429602938063482,0.046821973709849744,0.05497848662401168,0.05586030511622282,0.04676072791148405,0.05616406634221123,0.05682976399617226,0.04526159341297385,0.028881015433507125,0.026937711858931884,0.04782889968729527,0.03168028523655056,0.029399609168251243,0.04744317378561109,0.03204575040956903,0.02972491839589358,0.04916087598606897,0.0327128629796817,0.030224246886361824,0.04775499036818152,0.03271584674082767,0.030228045774751192,0.04779953397959867,0.03245556078148455,0.030183721399137418,0.04969159906626695,0.03366994140179827,0.030801496386405818,0.04861043021383901,0.03367141834082031,0.030794363726813,0.04861090937437193,0.033671578769886544,0.03079960708507567
2018-09-13,0.01966855512006847,0.0005783042243496702,0.0005546999012245226,0.01966855512006847,0.0005783042243496702,0.0005546999012245226,0.01966855512006847,0.0005783042243496702,0.0005546999012245226,0.03682387608768605,0.029983840442709155,0.02942733197080338,0.03682387608768605,0.029983840442709155,0.02942733197080338,0.03682387608768605,0.029983840442709155,0.02942733197080338,0.05050503847216453,0.05693652964461239,0.056488649250773515,0.05050503847216453,0.05693652964461239,0.056488649250773515,0.05050503847216453,0.05693652964461239,0.056488649250773515,0.056454994757543224,0.06629132521189939,0.06667776261862647,0.05577140650805682,0.0649267843540551,0.06497107785715751,0.055620189587558634,0.06486693930914754,0.06466324927054952,0.0564550645350073,0.06629146591237328,0.06667752384755284,0.05577156545074796,0.06492906681607065,0.06497006448376394,0.05567120281765349,0.06486814815823756,0.06466362262198473,0.0564546716412109,0.06629083938126999,0.06667802094679047,0.05577145283189986,0.06492898030172374,0.06497012947642772,0.05567184821639064,0.06486826102822871,0.06466457410109039,0.05288731960191942,0.03311621755574036,0.03004545824569131,0.049949265440685016,0.0320171129007591,0.02885033087554625,0.051362715510183066,0.032237704903119724,0.028868951327245963,0.0505067933475421,0.032183594434447044,0.028999617819182488,0.050243312233887935,0.03218477219775122,0.029005276131573193,0.05026513203966231,0.032162295292935746,0.02896659410201695,0.0509466675562516,0.03283306474981401,0.029318610943498826,0.05001628072148594,0.03283370897332629,0.029308258698432118,0.050016737223236976,0.032832739928220896,0.029314902956716113
2018-09-14,0.024830535216132824,0.0057688554701000394,0.006235234689395981,0.024830535216132824,0.0057688554701000394,0.006235234689395981,0.024830535216132824,0.0057688554701000394,0.006235234689395981,0.03474615287895124,0.02988265394640757,0.02964696734960296,0.03474615287895124,0.02988265394640757,0.02964696734960296,0.03474615287895124,0.02988265394640757,0.02964696734960296,0.05151413012551041,0.059187445967638024,0.05942758552120207,0.05151413012551041,0.059187445967638024,0.05942758552120207,0.05151413012551041,0.059187445967638024,0.05942758552120207,0.0609180842325277,0.07374383839953126,0.07430282640659779,0.06544510840748738,0.07705648522712419,0.0779179944796536,0.06640217122385778,0.07672174363929372,0.07793311979921398,0.060918166691462036,0.07374402145297143,0.0743028110365474,0.06544499509262401,0.07705989069544054,0.07791782909288382,0.0663661664958347,0.07672189138356937,0.077932710634356,0.06091760145203199,0.07374326911588641,0.07430325964362007,0.06544527182194589,0.07705975108148116,0.0779184151369499,0.06636720118241524,0.07672472774087052,0.07793235147994028,0.060620385199333174,0.044383849918160384,0.04217728705397658,0.06716549142924677,0.0481648226536923,0.046031553516976215,0.06151419345681178,0.045791423257160936,0.04449940341570102,0.06390582467010096,0.04793312303979713,0.045598559078663364,0.06691965022173918,0.04793614464034891,0.045603012580623714,0.06685923667533579,0.046717897985218776,0.04493078690737715,0.06348461105795829,0.04697979974026468,0.044972038833310066,0.06663405658182017,0.046980850008308116,0.04496191249856217,0.0666341268581732,0.04698056571463181,0.04497408289963727
2018-09-15,0.019818973302541218,0.0035546393525531217,0.003832244821724853,0.019818973302541218,0.0035546393525531217,0.003832244821724853,0.019818973302541218,0.0035546393525531217,0.003832244821724853,0.036766865095953984,0.037897104181055234,0.03802369893230727,0.036766865095953984,0.037897104181055234,0.03802369893230727,0.036766865095953984,0.037897104181055234,0.03802369893230727,0.04239173045966858,0.049892778664027686,0.04917696633952312,0.04239173045966858,0.049892778664027686,0.04917696633952312,0.04239173045966858,0.049892778664027686,0.04917696633952312,0.05867647351522864,0.07350786069549371,0.07404498214914866,0.05823162123966472,0.0732655885970326,0.07359666706956285,0.05802936997013525,0.07480722743739925,0.07460272524965418,0.058676571331098874,0.0735080720953736,0.07404511838606723,0.058231614338925076,0.07326866068903655,0.07359553112457595,0.05792377491375441,0.07481054193141685,0.07460364058474205,0.058675834207082014,0.07350723680974051,0.07404552917761352,0.05823163164417632,0.07326841243586807,0.07359572101643125,0.057924530172683064,0.07480917563024912,0.07460373083626096,0.06098967955314541,0.04893771694810003,0.04620427294128565,0.05912071428327899,0.05013753623917455,0.047034641760301775,0.063239723875422,0.05165636529457645,0.04810955146619405,0.062461586707456225,0.0510583475602622,0.0478735482457052,0.05923731915069256,0.05106080752894202,0.04787826523394855,0.05932146508992118,0.051475752296264866,0.04814315202310917,0.06292911958021354,0.05172879395221625,0.04830268494671607,0.06009954976966252,0.051729910993295394,0.04829376496803933,0.06010049637307045,0.05173008374955661,0.048301212876370916
2018-09-16,0.01731020962853709,0.0022702600981626586,0.002608851370050982,0.01731020962853709,0.0022702600981626586,0.002608851370050982,0.01731020962853709,0.0022702600981626586,0.002608851370050982,0.03321979014701569,0.0338379736759311,0.03405485600346688,0.03321979014701569,0.0338379736759311,0.03405485600346688,0.03321979014701569,0.0338379736759311,0.03405485600346688,0.04919781920567873,0.06059311884398716,0.061831531802431526,0.04919781920567873,0.06059311884398716,0.061831531802431526,0.04919781920567873,0.06059311884398716,0.061831531802431526,0.05986383836964429,0.07649179620977628,0.07722632433195835,0.06163708883301783,0.07677708687885915,0.07763844897303522,0.06143811603960676,0.07605675610059087,0.07701108475409278,0.05986395399098773,0.0764920309455554,0.07722655031213617,0.06163692030601206,0.07678074229301382,0.07763784854733882,0.061463823110034774,0.07605809066339142,0.07701094820543282,0.05986308617612261,0.07649111913534415,0.07722695996195315,0.06163723201747943,0.076780489355172,0.07763834438011535,0.06146470645301413,0.07605863472783041,0.07701187435016041,0.0629508954658077,0.05381904004027333,0.05218621276567196,0.0635280221995128,0.054318974981434856,0.052772938341541314,0.06241711518448161,0.05424967515434757,0.052435220300259135,0.06237950032583106,0.054459038216478656,0.05282626567466303,0.06379744713895956,0.05446078265617956,0.05283091918903508,0.06381827207150083,0.054312387244941834,0.05270285145885323,0.06267526689551822,0.05482245820660083,0.05297620859260355,0.0636428480529627,0.05482312989321909,0.05296683269081392,0.06364291757863398,0.05482322174975955,0.052976360404763785
2018-09-17,0.009438995406534235,0.00571715488478361,0.004846057929030977,0.009438995406534235,0.00571715488478361,0.004846057929030977,0.009438995406534235,0.00571715488478361,0.004846057929030977,0.0209235688029686,0.009185755814192884,0.009608394691457104,0.0209235688029686,0.009185755814192884,0.009608394691457104,0.0209235688029686,0.009185755814192884,0.009608394691457104,0.032004406126223565,0.029239683863152864,0.03096040408983617,0.032004406126223565,0.029239683863152864,0.03096040408983617,0.032004406126223565,0.029239683863152864,0.03096040408983617,0.058124918453199184,0.06699070421579173,0.06803010668477892,0.0515229164934336,0.05981704528879363,0.06062288517611746,0.04980489616625194,0.0586692205364642,0.05960014967344265,0.058125026428293924,0.06699080994902804,0.06802950375328934,0.05152313914139026,0.059818705355414815,0.06062086248528921,0.04991330397103813,0.05866906983422665,0.05960077055242952,0.05812461782189812,0.06699024925555724,0.06803018145816933,0.05152300092529866,0.05981856178397341,0.06062046780899385,0.0499134137626991,0.058670178965312174,0.05960265297046517,0.0556147422829379,0.037563269144228716,0.036114731185442166,0.0453227899411997,0.03190530943031967,0.03042609187748933,0.04865251039974245,0.03136314133290656,0.030253806114139976,0.0462921560185174,0.030969939373814717,0.029910747076609408,0.046002859255730486,0.03096865377788321,0.029917740853806208,0.04603403719257354,0.03100315308216857,0.029931375339134137,0.0462903042788056,0.030927303547403664,0.02991057463463167,0.04491368630326091,0.03092672348877188,0.029897872267574788,0.04491394952611557,0.030924754030834518,0.029906800487006124
2018-09-18,0.021156725249137025,0.003036184119218692,0.003142750700558325,0.021156725249137025,0.003036184119218692,0.003142750700558325,0.021156725249137025,0.003036184119218692,0.003142750700558325,0.01917691373745041,0.00969966465303402,0.010090756270497315,0.01917691373745041,0.00969966465303402,0.010090756270497315,0.01917691373745041,0.00969966465303402,0.010090756270497315,0.034776140469288334,0.03341216150429613,0.03535623337310646,0.034776140469288334,0.03341216150429613,0.03535623337310646,0.034776140469288334,0.03341216150429613,0.03535623337310646,0.06261070605871225,0.07368021095662666,0.07440270525633977,0.07107175148996922,0.08023348730757092,0.08103232233652895,0.0730692027794668,0.0781078391043494,0.07995854832826363,0.06261083696114078,0.07368034882293477,0.0744022051359113,0.07107167408483941,0.08023735061786917,0.0810329343821352,0.07321467962644837,0.07810534969325826,0.07995720203482833,0.06261019403350677,0.07367967994473826,0.07440287902855361,0.07107206415610555,0.08023740997612827,0.08103384420367894,0.07321627569220003,0.07811224950475126,0.07995647556569797,0.05868764833271995,0.04159649860341204,0.039275583828107134,0.06734367532114392,0.04510897597005798,0.04244738612329981,0.05726025501665929,0.04016815383420039,0.03947208648262555,0.05991441566442578,0.04352202258040157,0.0408085637485779,0.06711964818740415,0.04352403839002702,0.040813919003985344,0.06698111278798156,0.04152753857633515,0.03972205172073427,0.05863876579687816,0.04072675857751693,0.03917945305057288,0.06565508227459553,0.040727145137793935,0.03916732946233745,0.06565479701997748,0.04072597730782832,0.03918286138688288
2018-09-19,1.8967893604176825e-07,0.006639954624489315,0.0062640610844020474,1.8967893604176825e-07,0.006639954624489315,0.0062640610844020474,1.8967893604176825e-07,0.006639954624489315,0.0062640610844020474,0.002024375610501544,0.0018877857320663157,0.001840736607888704,0.002024375610501544,0.0018877857320663157,0.001840736607888704,0.002024375610501544,0.0018877857320663157,0.001840736607888704,0.0007584914232178332,0.0007312053305779892,0.0008244397335865411,0.0007584914232178332,0.0007312053305779892,0.0008244397335865411,0.0007584914232178332,0.0007312053305779892,0.0008244397335865411,0.012089612022449145,0.018357175498892608,0.018700498770419103,0.011052150248515445,0.018178654856496404,0.018478083204465715,0.01091290218784709,0.020032445512357857,0.019664043811026176,0.012089677379054104,0.01835726046532801,0.01870034161627269,0.011052185594650913,0.018180040036864843,0.018477218600389717,0.010832503028157844,0.0200351608673909,0.019664949317079117,0.01208931079271946,0.018356880562596697,0.018700653406685273,0.011052159417891635,0.018179918186139503,0.018477182778392453,0.010832759938640902,0.020033745887417482,0.019664541967185725,0.011725296154204331,0.006457950350824766,0.005434806488989265,0.011017449916180271,0.007271342182497428,0.0061355536245785314,0.01341951927492473,0.00795128227094368,0.006554074626477408,0.012895953451077259,0.007629608103060392,0.006401274291495258,0.0109744600936639,0.007630540769160197,0.0064030724991403385,0.011005998791546852,0.007855461179661028,0.006501231436523897,0.012931660444680195,0.007611028399721862,0.006382099349703086,0.0114106203179773,0.007611463274399381,0.006378736689479822,0.011411097462264236,0.007611458455174894,0.006381937242031143
2018-09-20,0.002165005560634132,0.021116983029135082,0.021012781485802733,0.002165005560634132,0.021116983029135082,0.021012781485802733,0.002165005560634132,0.021116983029135082,0.021012781485802733,2.603731448884852e-05,9.464836283588526e-06,1.7316515154067718e-05,2.603731448884852e-05,9.464836283588526e-06,1.7316515154067718e-05,2.603731448884852e-05,9.464836283588526e-06,1.7316515154067718e-05,0.0011295688097074153,0.002716546906680069,0.0025248783674402288,0.0011295688097074153,0.002716546906680069,0.0025248783674402288,0.0011295688097074153,0.002716546906680069,0.0025248783674402288,0.00614369645849556,0.010900597697148105,0.010949093472512704,0.00679246516444041,0.010902029497441141,0.010878447037082285,0.006595700455662714,0.01030075418394424,0.010394636257020171,0.0061437508785292605,0.010900663959001123,0.010948939719262906,0.006792485227770139,0.010903269106577221,0.010878202868300484,0.006618944560959681,0.01030074356412946,0.010394543540287522,0.00614343112265779,0.010900361581480812,0.01094919733202084,0.00679255212934081,0.010903249540766151,0.0108783429220923,0.006619266553851104,0.010301301034803043,0.010395123913407505,0.004979276496930511,0.0016461133389322027,0.0010083037085273396,0.0047748648170679924,0.0014530258053190815,0.0008344348903293702,0.0046980382874215005,0.0015649081291400626,0.0008579647922548952,0.004344339149005306,0.001461860001491003,0.0008534398041978772,0.0049040779430729285,0.0014620032600518194,0.0008543154673808187,0.004913604543999754,0.0015055208631509947,0.0008719711823348724,0.004448419480463102,0.0015554269618696605,0.0008961744488867028,0.004806297324783868,0.00155552575236707,0.0008946443768346162,0.004806343217304962,0.0015553985021127114,0.0008956629155035033
2018-09-21,0.0015338544857839633,0.031121952131768188,0.03155489677167609,0.0015338544857839633,0.031121952131768188,0.03155489677167609,0.0015338544857839633,0.031121952131768188,0.03155489677167609,7.284483977643712e-06,0.0011986650314738882,0.0013848829491291273,7.284483977643712e-06,0.0011986650314738882,0.0013848829491291273,7.284483977643712e-06,0.0011986650314738882,0.0013848829491291273,0.0011247877126084943,0.0014232327038599356,0.001236314335956308,0.0011247877126084943,0.0014232327038599356,0.001236314335956308,0.0011247877126084943,0.0014232327038599356,0.001236314335956308,0.009635450262659004,0.01383320161922931,0.01346399451460657,0.00798769339273284,0.012309049660340602,0.011839087974316528,0.007697422636527803,0.012018226967568105,0.0116401193021514,0.009635526714609238,0.013833253772770374,0.013463621104003405,0.007987837591938126,0.012309923952406696,0.011838406907730891,0.007741196953997634,0.012017746580751516,0.01164019922994415,0.009635107633196064,0.013832961653604741,0.01346398317943507,0.007987721650974904,0.012309928690376856,0.011838319533670687,0.007741463355668813,0.01201875867414875,0.011640823907832715,0.006600190357894806,0.0014092720057521438,0.0006469948988504678,0.005367355493251153,0.0010848443524345169,0.00043379521499310714,0.0051375980939166455,0.0007235407184021282,0.00030250788996539715,0.00514171484963167,0.0009228239831073154,0.0003513215454000617,0.005417466911020572,0.0009228446943574207,0.00035203602874999296,0.005403342868835001,0.0007924554834972117,0.0003079009520089585,0.005043174948936084,0.0007921077380996847,0.00030201719881533536,0.005091057828081059,0.0007921161380528906,0.00030081133220472613,0.005091282277882099,0.0007918613937096593,0.0003017336842573272
