Date,ann,ts,hvol14
2018-06-28,-0.00060335547,0.21052694634883617,-0.11007897349172517
2018-06-29,0.01011344,0.17520501927282348,-0.08039996081106343
2018-06-30,-0.015118532,0.14905148244745053,-0.016687428194440357
2018-07-01,-0.008765422,0.16979587969783905,0.0624182570071549
2018-07-02,0.02932676,0.2931771843744187,0.1869239738215834
2018-07-03,0.21097815,0.10059225201513318,0.19104425505157627
2018-07-04,0.12312796,0.13548197108380686,0.24592568712471102
2018-07-05,0.32078233,0.06552773228406149,0.2778752487921776
2018-07-06,0.054762773,0.2201554320988705,-0.09761621911669029
2018-07-07,0.021653287,0.2207607342657541,-0.10677251728079766
2018-07-08,-0.05329352,0.11607401402942628,-0.16180143931248875
2018-07-09,0.059040047,0.02909769104269848,-0.15463677215318689
2018-07-10,-0.007411942,0.15363022095638787,-0.14009281445501465
2018-07-11,-0.06848604,0.10898426298500268,-0.14448849994784518
2018-07-12,-0.083611675,0.026550523195010233,-0.22219943193341662
2018-07-13,-0.17618173,-0.18683485983915532,-0.265579066587306
2018-07-14,-0.2508136,-0.3253815032717789,-0.31460515931659067
2018-07-15,-0.33660045,-0.39757764754561675,-0.38247827669866447
2018-07-16,-0.3447405,-0.16326027892839293,-0.34830752745198157
2018-07-17,-0.2015768,-0.20259527516123568,-0.3198224692531392
2018-07-18,-0.2585557,-0.26131361489545535,-0.38861756938540876
2018-07-19,-0.26883596,-0.30770005767122877,-0.39589172109928555
2018-07-20,-0.33742413,-0.13809669621219126,-0.42063001464091765
2018-07-21,-0.31018776,-0.14206212642518262,-0.4486899448924979
2018-07-22,-0.350408,-0.2414139448369005,-0.4586969527302424
2018-07-23,-0.36190572,-0.23351970783043755,-0.4366524333459953
2018-07-24,-0.38835528,-0.19018210716792378,-0.5170878031258784
2018-07-25,-0.42105964,-0.37038898161843176,-0.5630653820294959
2018-07-26,-0.40577596,-0.44149044850030794,-0.5918229741026423
2018-07-27,-0.46176448,-0.6033719736224641,-0.5918863669905148
2018-07-28,-0.48665312,-0.7074871784002075,-0.5928284843908678
2018-07-29,-0.46985677,-0.8236644108019339,-0.6020572468910825
2018-07-30,-0.54352945,-0.8367256802423104,-0.8255581681589644
2018-07-31,-0.4629464,-0.8278461036742658,-0.8730525413329341
2018-08-01,-0.47364822,-0.878723048924759,-0.8881736391774802
2018-08-02,-0.5201528,-0.8491072854570788,-0.8846531178409148
2018-08-03,-0.48141685,-0.586792948088168,-0.824021900030404
