Date,ann,ts,hvol14
2018-06-28,0.12851016,0.019273287254072385,-0.11007897349172517
2018-06-29,-0.0008909211,-0.034493650365316424,-0.08039996081106343
2018-06-30,0.17816259,-0.08050678697432441,-0.016687428194440357
2018-07-01,-0.06637756,-0.09363881077885584,0.0624182570071549
2018-07-02,0.054148532,-0.0203877855978378,0.1869239738215834
2018-07-03,0.08450904,-0.13079850481345828,0.19104425505157627
2018-07-04,0.11360388,-0.13269754094864256,0.24592568712471102
2018-07-05,0.10798779,-0.20059587057031894,0.2778752487921776
2018-07-06,-0.13800752,-0.10392445620947593,-0.09761621911669029
2018-07-07,-0.21714745,-0.1229020613224085,-0.10677251728079766
2018-07-08,-0.3727384,-0.2026796509893428,-0.16180143931248875
2018-07-09,-0.13661282,-0.2737186322756619,-0.15463677215318689
2018-07-10,-0.23592438,-0.1991796432063125,-0.14009281445501465
2018-07-11,-0.32261974,-0.24273811276062837,-0.14448849994784518
2018-07-12,-0.2117773,-0.30889533169278555,-0.22219943193341662
2018-07-13,-0.20599763,-0.40457066427144406,-0.265579066587306
2018-07-14,-0.1633813,-0.4863811720081816,-0.31460515931659067
2018-07-15,-0.35536644,-0.5456877359333133,-0.38247827669866447
2018-07-16,-0.33452436,-0.3652028770185034,-0.34830752745198157
2018-07-17,-0.22360784,-0.410992198263069,-0.3198224692531392
2018-07-18,-0.17071475,-0.46837170351733837,-0.38861756938540876
2018-07-19,-0.28651974,-0.5182388790901785,-0.39589172109928555
2018-07-20,-0.36700138,-0.4059323524722717,-0.42063001464091765
2018-07-21,-0.3144783,-0.42560653112656144,-0.4486899448924979
2018-07-22,-0.46447474,-0.4953397727791682,-0.4586969527302424
2018-07-23,-0.41099402,-0.5112927256380756,-0.4366524333459953
2018-07-24,-0.50724316,-0.4945503787401712,-0.5170878031258784
2018-07-25,-0.48498324,-0.5765989814083897,-0.5630653820294959
2018-07-26,-0.3072916,-0.6300464193891676,-0.5918229741026423
2018-07-27,-0.2668348,-0.7029210389199841,-0.5918863669905148
2018-07-28,-0.26786953,-0.7645927367087941,-0.5928284843908678
2018-07-29,-0.42458236,-0.826544262600777,-0.6020572468910825
2018-07-30,-0.4438942,-0.8576225885285008,-0.8255581681589644
2018-07-31,-0.43917313,-0.8757594983847241,-0.8730525413329341
2018-08-01,-0.5664865,-0.9174069885109235,-0.8881736391774802
2018-08-02,-0.57483804,-0.9204779619729285,-0.8846531178409148
2018-08-03,-0.6154225,-0.7042728152122231,-0.824021900030404
2018-08-04,-0.58062613,-0.3339151066303277,-0.5181509949673279
2018-08-05,-0.36617973,-0.29459261016392924,-0.3965859300447047
2018-08-06,-0.43792623,0.010830874158637165,-0.1312420914988174
2018-08-07,-0.11334405,0.08275723700971122,-0.11355541534649508
2018-08-08,-0.15833762,0.6328390689018557,0.27738441819444526
2018-08-09,0.32763132,0.5233334664934289,0.32250912598693077
2018-08-10,0.25640464,0.6010254202620791,0.3836983752670026
2018-08-11,0.51935345,0.6196659004611841,0.37958523552249623
2018-08-12,0.5065608,0.48812197457580636,0.4511116090254768
2018-08-13,0.7814174,0.8341188594446671,0.627523610046496
2018-08-14,1.0226614,0.6766816997230557,0.6325018730081453
2018-08-15,0.92966235,0.517484521888087,0.648963015179875
2018-08-16,0.866211,0.42033365714771176,0.7741563928960266
2018-08-17,0.9626409,0.9971540605516747,1.237623921463558
2018-08-18,1.0272558,1.0559003461354532,1.2277185828521469
2018-08-19,0.92273664,1.0074306859578752,1.272097573463356
2018-08-20,0.9642599,0.9214707733841341,1.1915373895775625
2018-08-21,0.85611427,0.7770815035356371,1.195968473169012
2018-08-22,0.79429114,0.7366194331871664,0.9403164804813959
2018-08-23,0.80020916,0.646717640723556,0.9624340548034089
2018-08-24,0.73254657,0.5137137280706661,0.8658466846361585
2018-08-25,0.8284236,0.3950963054106345,0.7670859686007458
2018-08-26,0.68264836,0.3336483259611344,0.7957641568054384
2018-08-27,0.52420473,0.7508404162424237,0.6549955282687636
2018-08-28,0.54661745,1.00531204653728,0.7766787755930225
2018-08-29,0.53675485,0.9249887808527142,0.9219463100638216
2018-08-30,0.56648326,0.7509755731062661,0.9319602934861502
2018-08-31,0.39822927,0.5873303657435106,0.5845689963729926
2018-09-01,0.30547777,0.4693593198357342,0.28192045372106805
2018-09-02,0.31515902,0.3468482461735289,0.2879298058121289
2018-09-03,0.16429968,0.21449939216530434,0.1612213071157331
2018-09-04,0.022051446,0.08660815191871872,0.16253406011565283
2018-09-05,0.16597445,0.7914140660152907,0.7313395500658263
2018-09-06,0.5295095,0.6569685987871098,0.712190339624851
2018-09-07,0.4045438,0.5361742491574549,0.7482758268002789
2018-09-08,0.5357244,0.47595175464628414,0.8049790064712693
2018-09-09,0.5199593,0.38375581533575187,0.7906385545831576
2018-09-10,0.5215654,0.25109820970063745,0.3965602526397905
2018-09-11,0.24122931,0.1463311674564962,-0.057782053977786296
2018-09-12,0.2466195,0.022235078657507706,-0.10112128540298317
2018-09-13,0.22390962,-0.04053075092978611,-0.036852277037549314
2018-09-14,0.10620804,-0.15357267476938483,-0.03167908991799887
2018-09-15,0.15140174,-0.2597475680794947,-0.08349539771561604
2018-09-16,-0.027171824,-0.3554412683202484,-0.08009887160277249
2018-09-17,-0.07528252,-0.2948477093774247,-0.011100911492452454
2018-09-18,-0.24146263,-0.39163046868988033,-0.017834263909653404
2018-09-19,-0.35638294,-0.48109956247994556,-0.8409895043866645
2018-09-20,-0.40927872,-0.42445612740333943,-0.7456600018868833
