Date,sigma_hat,hvol14,MSE_in,MSE_out,RMSE_in,RMSE_out,squared_error,momentum,rsi,macd,bblb,bbub,returns
2015-10-08,0.7988638114701908,1.6569501948200072,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.736312241290368,0.17438699999999996,37.122881858688785,-0.10482641951567008,0.5181533104165987,0.7356316895834012,2.002822197171211
2015-10-09,0.7798929975870159,1.626410676188776,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.7165921801853128,0.08292599999999994,39.91130734596168,-0.09052547720797753,0.5117368883007316,0.7217511116992683,4.545465348000677
2015-10-10,0.7429092730369432,1.5815725837763603,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.7033561487804001,0.08820000000000006,38.464485702938326,-0.08316801210826241,0.506287885087212,0.7072011149127883,-3.562561677695897
2015-10-11,0.6618195517868638,1.5406485818679023,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.7723404641131789,0.07137300000000013,39.20513686940557,-0.08052959615384657,0.4998623513089495,0.6921059344053364,1.1254295945874349
2015-10-12,0.6028441726635367,1.1058268850160848,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.25299160892552613,0.009990999999999972,38.57654605375952,-0.07757029131054194,0.5181721467905295,0.6538491389237563,-1.4168436204030521
2015-10-13,0.5897114200317126,0.9101829889562794,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.10270202648897334,-0.12366199999999995,37.253406226395285,-0.07823065028490084,0.5162275841531848,0.6249628444182439,-2.979100657057432
2015-10-14,0.9286785341655112,0.941612208589153,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.00016727993409676592,-0.346673,31.834042741928453,-0.08240679059829126,0.5039156308484491,0.6141235120086941,-15.008700997935765
2015-10-15,0.9404627640023424,1.0218790329858785,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.006628608855199493,-0.438122,36.41116316980323,-0.0742879131054136,0.4957729312836582,0.6145499258591991,7.176446775291733
2015-10-16,0.891408078263213,1.0336495350515733,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.02023263202927497,-0.673505,34.77092307477878,-0.06881389672364735,0.4880200713388039,0.6064497858040534,-4.622750211464921
2015-10-17,0.7968184247707604,1.0395077783404463,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.058898122336072015,-0.4928220000000001,36.076105034158275,-0.06365619943020008,0.4835935103398613,0.6016953468029961,1.9716918458915655
2015-10-18,0.800696295944944,1.0561604926173354,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.06526195578147027,-0.3988930000000001,34.053637309321275,-0.060091494301995015,0.4814452625727803,0.6011401659986484,-5.531256396899753
2015-10-19,0.8077895909387912,1.0518700454655747,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.05957526828200123,-0.570986,32.15977966380625,-0.062071126068376725,0.48838076296649,0.6092456656049389,-5.7070477930854295
2015-10-20,0.966812361593283,1.1181101340202262,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.022891015941355095,-0.5549599999999999,28.89478403873117,-0.07044051424501496,0.5010980234794915,0.6339549765205086,-11.743826856690342
2015-10-21,0.8737655526893311,1.1330032544397646,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.0672041860088467,-0.562671,30.644101220721442,-0.0659121987179494,0.5302454948176315,0.6729549337537971,2.834149142732756
2015-10-22,1.396880850399964,1.707745128884855,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.09663659963793197,-0.331348,44.74230081152246,-0.056577738603989076,0.5320673228958462,0.7637219628184394,23.830229137564775
2015-10-23,1.2502128227775038,1.6969690311956516,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.1995911097601595,-0.3559800000000002,42.57107063451423,-0.06253058760683816,0.5623738464047909,0.8053447250237804,-5.066288060040803
2015-10-24,1.1237415276012526,1.714384678451527,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.34885933164634014,-0.362442,45.02292982271001,-0.05842384829059887,0.5827802083495648,0.8377167916504349,4.339328422935573
2015-10-25,1.1279286804193263,1.778273654693183,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.42294858556326337,-0.311935,50.05536725129758,-0.039287673789174304,0.6095526888804301,0.8884108825481409,8.898323643081513
2015-10-26,1.3398254859502552,1.9699940197870844,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.397112381038059,-0.29868300000000003,58.949593255776605,-0.01478028561253619,0.6229133974806487,0.9465894596622082,17.153674506274296
2015-10-27,1.4917526307999167,2.108514382680312,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.3803950585825741,-0.1296370000000001,66.6289522234605,0.01749035754985695,0.643549013246693,1.0081211296104495,17.32334645291636
2015-10-28,1.5179117769844241,1.9554913832060932,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.19147591178111092,0.06565200000000004,71.9538257457728,0.056007548433047886,0.6824388641387997,1.0337628501469145,13.967479617249934
2015-10-29,1.6610396583881464,2.0793612395703036,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.17499294528274018,0.418171,78.03440971797127,0.0963517678062672,0.6896366888937917,1.0734128825347795,19.06203596086497
2015-10-30,1.6677181260192928,2.2683727582194573,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.36078598718351484,0.144289,65.62970514964539,0.10268687250712194,0.6932389128327224,1.1250070871672777,-15.139964645536837
2015-10-31,1.615236206172679,2.423081798841753,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.6526145015948474,0.01253100000000018,58.37703098540902,0.12234955270655225,0.6979403616481371,1.17236049549472,-12.627536380647534
2015-11-01,1.6206781682658902,2.4252137902812887,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.6472775670917043,0.171188,63.43417192341497,0.15849005555555495,0.7197933157731283,1.209644827084014,14.532355877716983
2015-11-02,1.4557125577004306,2.439168080966805,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.9671847662431379,0.08342099999999986,59.61433208916984,0.17024907977207915,0.7326368254531894,1.235081460261096,-6.853239800631454
2015-11-03,1.2337257930151988,2.281193424428906,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,1.0971884388594415,0.08103799999999994,60.35442112228478,0.18835623005697955,0.7524256213931898,1.2245365214639528,2.0213820735506807
2015-11-04,1.2739266698285117,2.4394999522957184,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,1.358561076801379,-0.11095,54.45488662479875,0.19338276353276296,0.7249721889793521,1.2222512395920764,-11.636695955765845
2015-11-05,1.0624391638573074,2.2341168925128962,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,1.3728286998275196,-0.09768199999999994,54.27912052195435,0.2046032770655265,0.7287064735653381,1.1736185264346617,-0.3803453320209635
2015-11-06,0.9585308307509959,2.190329044088725,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,1.5173268383820213,-0.029499999999999967,55.65197066790576,0.2101417977207971,0.7255849555361973,1.1573251873209451,3.3373594327075944
2015-11-07,0.8140554006299684,2.1973720922626794,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,1.9135650693496684,0.0030539999999998897,55.743406895149604,0.2065633041310535,0.7233610581631708,1.1555755132654004,0.20949238678179827
2015-11-08,0.9359267665179726,2.2083431483796057,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,1.6190434488298495,0.05386000000000002,60.366691394650495,0.19768861324786255,0.7138452645293467,1.1431438783277956,10.43103660713505
2015-11-09,0.8535683524204635,2.108091041198952,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,1.5738271766600085,0.031260000000000066,58.38869842913766,0.16253625427350382,0.72020373813897,1.1280958332896012,-3.0281063009068085
2015-11-10,0.8721831736785092,1.9877700675516317,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,1.2445341177814817,-0.012621000000000104,54.3364224827044,0.13076432478632427,0.7318441210902814,1.1164554503382895,-6.718405837413916
2015-11-11,1.1506239874015396,2.0161524614458965,0.24252541940670738,0.0639222166168872,0.4924686989106083,0.25282843316543174,0.7491395393815531,-0.10836199999999996,46.67867889343722,0.10550829772079706,0.7344106070389211,1.1273559643896498,-16.55035004286808
