Date,egarch-1-1-studentst,model3-drate-0.5-opt-rmsprop-garch-1-1-normal,garch-1-1-normal,model4-drate-0.4-opt-rmsprop-egarch-1-1-studentst,model4-drate-0.4-opt-sgd-egarch-1-1-studentst,model2-drate-0.5-opt-sgd-egarch-1-1-studentst,model5-drate-0.4-opt-rmsprop-garch-1-1-normal,model2-drate-0.4-opt-sgd-garch-1-1-normal,model3-drate-0.5-opt-sgd-garch-1-1-normal,model4-drate-0.5-opt-rmsprop-egarch-1-1-studentst,model1-drate-0.4-opt-sgd-garch-1-1-normal,model5-drate-0.5-opt-rmsprop-garch-1-1-normal,model1-drate-0.4-opt-rmsprop-garch-1-1-normal,model1-drate-0.5-opt-rmsprop-garch-1-1-normal,model3-drate-0.4-opt-sgd-garch-1-1-normal,model4-drate-0.5-opt-rmsprop-garch-1-1-normal,model5-drate-0.5-opt-rmsprop-egarch-1-1-studentst,model5-drate-0.4-opt-rmsprop-egarch-1-1-studentst,model1-drate-0.5-opt-sgd-garch-1-1-normal,model4-drate-0.5-opt-sgd-garch-1-1-normal,model1-drate-0.4-opt-rmsprop-egarch-1-1-studentst,model3-drate-0.4-opt-rmsprop-egarch-1-1-studentst,model4-drate-0.4-opt-sgd-garch-1-1-normal,model4-drate-0.4-opt-rmsprop-garch-1-1-normal,model3-drate-0.5-opt-rmsprop-egarch-1-1-studentst,model5-drate-0.4-opt-sgd-garch-1-1-normal,model3-drate-0.5-opt-sgd-egarch-1-1-studentst,model1-drate-0.4-opt-sgd-egarch-1-1-studentst,model2-drate-0.4-opt-rmsprop-garch-1-1-normal,model1-drate-0.5-opt-rmsprop-egarch-1-1-studentst,model2-drate-0.5-opt-rmsprop-egarch-1-1-studentst,model2-drate-0.5-opt-rmsprop-garch-1-1-normal,model1-drate-0.5-opt-sgd-egarch-1-1-studentst,model4-drate-0.5-opt-sgd-egarch-1-1-studentst,model5-drate-0.5-opt-sgd-garch-1-1-normal,model2-drate-0.4-opt-rmsprop-egarch-1-1-studentst,model3-drate-0.4-opt-rmsprop-garch-1-1-normal,model3-drate-0.4-opt-sgd-egarch-1-1-studentst
2018-06-28,0.10278815583681242,0.011685267431821647,0.016732007360048793,0.01806243681597157,0.018134917952507875,0.0002102312516780024,0.03891154448436415,0.056924774620332255,0.00011008108807252375,0.03602188143379524,0.030083054762651145,0.025891115262952766,0.008227005998890077,0.003321163706769231,0.029949793882643568,0.032660272667600736,0.011030032844496841,0.019672197020333272,0.0001505792446393201,0.011073055288772178,3.9493224496128064e-05,0.0010071246015315104,0.014462757546322945,0.15823488997842927,0.011984910941238675,0.052381949971570384,0.031221187869174417,0.0014933059107587075,0.01257666249003328,0.09711187544396553,0.02339480604473272,0.0359647797885606,0.0007378175141499487,0.07885729083822042,0.0782685858706795,0.0016138870822517285,0.014039548446487651,0.003916118661595439
2018-06-29,0.0653339058436842,0.018358020770468372,0.002107389338741301,0.015406040219285023,0.021126798609643147,0.003963109269551027,0.012342863106255606,0.006321687395775462,0.009190220512921994,0.016336348761333153,0.03397559901558217,0.030830636825726166,0.01556712739006044,0.0032894936828030876,0.017175619518778478,0.03097038789971148,0.0018772731930828184,0.02239570458573357,2.7920013352379576e-05,0.010206342753215737,0.00034353884110579754,0.0009144287398408259,0.051461449161326965,0.08299403937197304,0.008192675726384218,0.06619951330723695,0.0015262840746319668,7.355839671203496e-05,0.0032302812000503363,0.05719991674615764,0.011349541695299562,0.00037598958265627037,0.012528006839254043,0.03927306539241281,0.0005257956399594755,0.006165650227154809,0.008756948166412662,0.01981620241916794
2018-06-30,0.027469386500760695,0.017565297786943018,0.0040729105550755635,0.022639459891878506,0.11912665054797607,0.0004122395760761449,0.004437930236861639,0.03796652959037374,5.794044226065924e-07,0.054598980884273014,0.0021659546775715617,0.0008827655782538201,0.004969622738207961,0.00014054765426235394,0.021394599355150354,0.0015191555626688652,0.04435363548466824,0.0015199270024710784,0.0008961187019573256,0.009681134865109612,5.291926401203181e-05,0.0004964474436995704,0.02255193539362771,0.024234434189099055,2.4614352689294377e-06,0.025688347514447287,0.006222875283028143,0.0150064390929578,0.0012632359814265712,0.02493079571793482,0.036433089330940874,0.0041924128245159125,0.01557060038308755,0.09189596837182315,0.0075993120633853885,0.0005959251987664332,0.004470814313768083,0.024808451330083577
2018-07-01,0.011529953854702929,0.001712096926372946,0.024353808405967556,0.0019511985358190316,0.07090254230943761,0.007367296680258017,5.057492770950122e-06,0.01658836247854053,0.02463464193175327,0.024385022076269268,0.004356528411079507,9.074993532621156e-06,0.0005903285135900095,0.0021395978316512796,0.019179833807072513,0.00022917699780301867,0.00018948521832478924,0.00801538865958107,0.004884734604960201,0.01020356010515946,0.002401241674782371,0.006991813894879033,0.036773977455624815,0.015634589719163337,0.0050671161569936654,0.00803896096674099,0.0006568298027402223,0.006651090800975424,3.1493010145235665e-06,0.011372205409808848,0.003956868301771313,0.0012593780583799114,0.022535367990063563,0.010987453150528842,0.018701252001812343,5.396979792036648e-08,0.008089562285983088,7.961332484008871e-07
2018-07-02,0.01128974475278515,0.00878367760851104,0.04297816559357598,0.010067007109997247,0.011300958445126658,0.024019257227910137,0.0016983948353410565,0.01762931795091668,0.012563823721882413,0.013041988581479569,0.011009736988720894,0.008226824472634908,1.5062992166496309e-06,0.00029273512102077735,0.011954829694349259,0.000559810088456419,0.0033586204690830073,0.00025146684524099156,0.018017483722369398,0.0027838691465360867,0.005585639171865267,0.005905268343492425,0.00010100563921056519,0.00036029150274489037,0.02483688180432588,0.008051486148026808,0.03897034755973145,0.013002522489499626,0.001877807286875385,0.00017016142797009195,0.00935820314421289,0.002074703550326032,0.06463172539039475,0.014061991017541204,0.003980177610133077,0.0019539976985435857,0.024530746531338868,0.0018138737026405973
2018-07-03,0.00818156485330471,0.00022583612379386495,0.10358276207754227,0.01609901272806504,0.11927830594099177,0.002728286816717992,0.026709039658431914,0.011349752046085603,0.006529523182201513,0.0398269176199948,0.0003225272991645464,0.017724953506925798,2.4096759740384795e-05,0.01146334999473546,0.03997708010483146,0.007036638691202711,0.0009456759677318957,0.001402910356284403,0.018640793709272813,0.014091528710740013,0.008212092228806285,0.001683831425518039,0.02137380109569355,0.04963312278427481,0.00039736016781479334,0.006685473516480789,0.050808780462548365,0.004313323190825658,0.002993519487338017,0.002266950627463674,0.002523164908961757,5.8560219786853744e-05,0.019019441452827947,0.04709727455108816,0.00022938147673130598,0.005702864857019426,0.006340918593327249,0.0004158106192557972
2018-07-04,0.012197814412923879,0.0179593964911792,0.14335554883668672,0.03196502482065482,0.036014426464922936,0.09009777681681615,9.507835172890022e-05,0.017509060640749228,0.007466105211068853,0.017920709127882305,0.018563293274452386,2.9233574806313336e-06,0.0005812866571663087,0.0018327866121352736,0.02255731909630831,0.008011100787266546,0.005519023842628086,0.0003410008055727295,0.04858371962826511,0.01977727866623771,0.015956331388873726,0.004331112350763732,0.023053333642026486,0.007496947137621376,0.015079281786994997,0.005811392093219238,0.037613540915972896,0.010972312594049915,0.013999659582016313,0.013972950908657664,5.7734358550781384e-05,0.004390100980444739,0.1071077357380343,0.045729937592183835,4.47677580454076e-07,0.003140104223999915,0.004663118073531022,4.737531511457936e-06
2018-07-05,0.04509146776716465,0.021544764353250905,0.2289346120640004,0.000855326831888774,0.016561728980939477,0.04351479390009167,0.0010693404375863456,0.02886174865486385,0.0312976288696946,0.012386201119601202,0.0012867350111362911,0.00031470161128202795,0.002883558843771226,0.06213422363724919,0.10468677598569961,0.010268914205713436,0.00046602226285464914,0.0019321403792720304,0.06776200143373896,0.06767008878595564,0.007550391921042701,0.005398575802489497,0.0005538812195538275,0.029486168709040233,0.0018410176177746647,0.00045432543979735137,0.034316691383029986,0.009376652895019983,0.01428046481213828,0.0011980403021863654,0.00014325908651503187,0.0003611661250047087,0.020894016989441173,0.017818592610145487,0.007162533312502749,0.0012766535371724142,0.017624274695910082,0.0031174144739907522
2018-07-06,0.10097882231626401,0.046029758318500695,3.979385521879673e-05,0.03435200137355447,0.16064121644445603,0.008498376247257612,0.017696709284828815,0.0016314571870460568,0.014229880817835843,0.1093286680351689,0.0232865644028246,0.06620447827678083,0.002554931184987458,0.007511364257914785,0.006448209184491196,0.07040904586105368,0.0888653801961864,0.06152029424094284,3.486192892917288e-05,0.0458649592419825,0.03025410401290429,0.04077540387905837,0.13846147546360807,0.038000184105671235,0.023219357238498353,0.016938428791276904,0.0075807197995140605,0.026969585604827987,0.014742343379811314,0.045884415695569065,0.060457106740896036,0.022422006241588383,0.0031593258733923343,0.019709285868739934,0.11098609681743585,0.04709854376016483,6.247114701377033e-05,0.05956866588845152
2018-07-07,0.10727803086865675,3.6127639241490623e-07,0.0002601621909902636,0.0277744380828762,0.15781377339070363,0.006793186011144923,0.01951379208110087,0.012182625772768442,0.00030620949651138067,0.08859028231874673,0.08714724209323864,0.03279799282057604,0.001972046508692073,0.0012417326618931524,0.00017670604817955572,0.11254476202822715,0.07988401139666237,0.04735878529463796,0.0028092228461841363,0.1840797641479111,0.007003295259887744,0.037762150157202384,0.04784740515065064,0.11628680885804808,0.01649318720516975,0.062569728077577,0.06354878692336133,0.010131609456090696,0.01219088360549954,0.036631459317765756,0.05571827462317596,0.023079635440225694,0.0028734410566371984,0.1501232502059062,0.10089368132283348,0.03320045759967357,1.0237547149799139e-05,0.028888988884500342
