Date,model4-drate-0.4-opt-sgd-arch-1-3-skewstudent,arch-1-3-skewstudent,model4-drate-0.4-opt-rmsprop-arch-1-3-skewstudent,model5-drate-0.4-opt-rmsprop-arch-1-3-skewstudent,model3-drate-0.5-opt-rmsprop-garch-1-1-normal,garch-1-1-normal,model1-drate-0.4-opt-rmsprop-arch-1-3-skewstudent,model4-drate-0.5-opt-sgd-arch-1-3-skewstudent,model2-drate-0.4-opt-rmsprop-arch-1-3-skewstudent,model3-drate-0.5-opt-sgd-arch-1-3-skewstudent,model5-drate-0.4-opt-rmsprop-garch-1-1-normal,model2-drate-0.4-opt-sgd-garch-1-1-normal,model2-drate-0.5-opt-rmsprop-arch-1-3-skewstudent,model2-drate-0.4-opt-sgd-arch-1-3-skewstudent,model3-drate-0.5-opt-sgd-garch-1-1-normal,model1-drate-0.4-opt-sgd-garch-1-1-normal,model5-drate-0.5-opt-rmsprop-garch-1-1-normal,model1-drate-0.4-opt-rmsprop-garch-1-1-normal,model1-drate-0.5-opt-rmsprop-garch-1-1-normal,model3-drate-0.4-opt-sgd-garch-1-1-normal,model4-drate-0.5-opt-rmsprop-garch-1-1-normal,model2-drate-0.5-opt-sgd-garch-1-1-normal,model2-drate-0.5-opt-sgd-arch-1-3-skewstudent,model1-drate-0.5-opt-sgd-garch-1-1-normal,model3-drate-0.5-opt-rmsprop-arch-1-3-skewstudent,model4-drate-0.5-opt-sgd-garch-1-1-normal,model1-drate-0.5-opt-sgd-arch-1-3-skewstudent,model4-drate-0.4-opt-sgd-garch-1-1-normal,model1-drate-0.5-opt-rmsprop-arch-1-3-skewstudent,model4-drate-0.4-opt-rmsprop-garch-1-1-normal,model3-drate-0.4-opt-rmsprop-arch-1-3-skewstudent,model3-drate-0.4-opt-sgd-arch-1-3-skewstudent,model2-drate-0.4-opt-rmsprop-garch-1-1-normal,model5-drate-0.5-opt-rmsprop-arch-1-3-skewstudent,model4-drate-0.5-opt-rmsprop-arch-1-3-skewstudent,model2-drate-0.5-opt-rmsprop-garch-1-1-normal,model1-drate-0.4-opt-sgd-arch-1-3-skewstudent,model3-drate-0.4-opt-rmsprop-garch-1-1-normal
2018-06-28,0.005115533755991826,0.05797019474611063,0.03688394752036361,0.012481975022087633,0.018320613178559333,0.0006983694268960567,0.0204540023435809,0.013128645066115658,0.02362566343925,0.02236014788862933,1.3871748605790069e-05,0.008369578347708474,0.025591095060059788,0.0006118444832366473,0.00286080572051592,0.013231622446568891,0.00462532740660128,0.019515086866944902,0.052227032090635124,0.0007433038654547651,0.0018729160088781346,4.843715068157393e-05,0.0033574909531544576,0.0018888185681846335,0.031793457444273435,0.021468031174448083,0.003155062199789341,0.024697684483267295,0.0890377042879156,0.007892005398484855,0.013848509354304352,0.007122799534642367,0.005465739477917299,0.001990072588737339,0.00779781358217657,0.07484544168737553,0.004473326277534754,0.0010438676270384303
2018-06-29,0.009017142548567088,0.00035980232790062597,0.010984468677394155,0.002053679067959535,0.003131502124528037,0.004126960612560775,0.023449873718630315,0.005278476715725374,0.025001468260394042,4.827631577286735e-05,0.001605291088113349,0.0006191092455604544,0.024606943834405235,0.0058580231970454125,0.0035324626446171232,0.014560234321246852,0.002957456957457886,0.019253048815160222,0.046840519064509874,0.0028158577150496785,0.010776695897031568,0.0046558454561333494,0.0034887916487092194,0.0007910147257150631,0.018252900586629924,0.0515959785731673,0.003502384134235248,0.02061784284535995,0.06955184085514621,0.0002810503374510587,0.007237314260466691,0.00017495765551216384,0.021005170414055748,0.001168519466969786,0.009511417419559345,0.06408218141467764,0.005137418296896135,0.001636357507042955
2018-06-30,0.033373964581037224,0.005520932817015532,0.007341718929359815,0.003059040260689909,0.0018946694774335804,0.015660261709094316,0.007344089135399746,0.00043565671446666685,0.01567348285151834,0.0021228513675609667,0.002753217258548513,0.008144292000085672,0.014764272121196497,0.011521787323440249,0.01198590736015742,0.007136569451374467,0.00033433066372069617,0.006576019700734325,0.0312586718183266,5.98481417524408e-08,0.0016380435898150562,0.0018088765019940113,0.03317602829702065,0.0008186968331400998,0.013107880232231332,0.0063619864071050095,0.01219852408103038,0.004652149996383692,0.049557995298990305,0.000644147892218764,0.007289399674036384,0.0004988339641362093,0.00806565490062342,0.0017038162216502588,0.0035175920228192547,0.06120083501307683,0.013289010090317806,0.0009629421257505178
2018-07-01,0.000647895695872771,0.06271656713262144,0.0034658458958975566,0.0027223939679369242,0.0031315322675206625,0.07810914187147248,0.016565856172569116,4.5541827924071335e-08,0.02602459258596563,0.0005043215508905234,0.0001386964409223588,0.00196485940794783,0.01264521959998753,0.022084567913757444,0.00026953019158969694,0.003547047527470483,0.0032847324353424707,0.013977664982661158,0.038629640365939875,0.005170253479909837,0.007172383449643527,0.005613661922130024,0.0271114681546044,0.00301002938372649,0.013844999349628288,0.0009509591349894035,0.03328843844245073,0.0019535388110431843,0.05697973821417687,0.0018980429445708113,0.014102385524016978,0.001500198398133748,0.012887629397682409,0.0023102369850977354,0.00026522028901046295,0.07425780015906767,0.000399628298940006,0.0005588820021023517
2018-07-02,0.0017467628702826448,0.009340327683912561,0.0027874769924976653,0.0004737135846624094,0.0022395668741876035,0.05963174236070955,0.013552378258978618,0.0005275171871422007,0.012701854028523637,0.003988362328769373,0.0010097064025220881,1.1245678431366768e-05,0.01644301812613991,0.05169165911040237,0.02020473981911906,0.007302920671820796,0.00036409495323724524,0.0034237094166530107,0.023262936787286855,0.013240830501576773,0.0015946119291593583,0.016330730775863916,0.028798041697615025,0.0065896854703533575,0.005130914536101791,0.004247435506537101,0.025824376765425712,0.02802352257344103,0.05282950380786012,0.0009478121339658859,0.008595910331302612,0.011669957540046783,0.004303740792419809,0.0034374836639065767,8.05764334759661e-05,0.07244024235322633,0.03572100668415713,1.9392298068550958e-06
2018-07-03,0.008257325958385351,0.009546575175988167,0.002873593559884083,0.0013447482875557904,0.002607553517162365,0.07625890224415804,0.020082897404445254,0.0018645650581876174,0.026434386158878092,0.007631865740375632,0.000859663587592259,0.000979122284478723,0.024917212782861117,0.005173716341390235,0.016174093678468705,0.005126906585979598,0.0031261282327967777,0.010349914542996145,0.04502784934879449,0.0034399210622947708,0.00617713783170208,0.0012646871566947425,0.0017622666871880584,0.004882505877756585,0.013643678955017254,0.001906510860260257,0.004648708794870929,0.002057938744653843,0.06105589936514778,4.3556960723336695e-05,0.007993552595383513,0.019607619611027395,0.012675429453945203,0.0030167435692215368,0.00041207821584295833,0.07780419295131955,0.008005011571870604,0.0021713679887350847
2018-07-04,0.019046592899983523,0.054691087168793305,0.009146358158860163,0.0007595847015250772,0.001786175052034051,0.15959965701930334,0.016775827833283526,0.00803592558176675,0.02548716596453224,1.2351599511197319e-05,5.778165504438989e-09,0.0038117725584212625,0.02198735705122419,0.02528140251156347,0.027329014758352727,0.02574706043596212,0.007407148808503836,0.00887284953743859,0.03484774388527608,0.012075189197577923,0.012096175436253478,0.011443159776459245,0.0033768250680067885,0.01088404692787201,0.017408328326267052,0.025234416748627874,0.0006857629365769177,9.02301944598297e-07,0.06251602614992055,0.0023786752332664806,0.008520815647999443,0.013371114591109292,0.02285767353495618,0.0007949075993013069,0.0031943028896705334,0.09301704506576852,0.02045025720513694,0.0005855395377863409
2018-07-05,0.0330844957425712,0.04728009071213868,0.004036477596756013,0.002002142717131291,0.00015764009202240604,0.23798334500290355,0.013822568388115368,0.0033851928982474013,0.029113989270217883,0.004469799689539504,0.01168787816851997,0.021343150202510562,0.018998933659417315,0.017817057377055117,0.15395391128881436,0.0021772648377687697,0.00010915047684295395,0.011388140195027934,0.023315161240417617,0.06830848012765016,0.0007544547360656061,0.002298532261288468,0.024415034558802798,0.022956452971226112,0.014495358012917141,0.005055015267110225,0.010671057461775985,6.829810204499273e-06,0.042922077060193235,4.628816411356204e-05,0.004551126765780943,0.013961098048944034,0.007034857847413159,0.002519087349993121,0.004425195036046382,0.03570133137759531,0.016429781840108272,0.0006806416896661771
2018-07-06,0.036268868961403765,0.06337871399914781,0.05430762925832719,0.009425181414075846,0.07835351206474636,0.003779449536422386,0.12915619353287427,0.03797508606368398,0.15150841090991998,0.02352839194265437,0.00962443867251469,0.07421062607866939,0.1770175813552817,0.014461763731659126,0.0008655819145308933,0.12134105762508818,0.03097197800969873,0.12065471344953428,0.2911263678828134,0.020788672179996828,0.11830319397594466,0.07481533126744296,0.06411073299161142,0.09342285994329143,0.1256653746231559,0.11455481521561692,0.08982431193565975,0.05476055538222679,0.27306822569558736,0.03696185949038481,0.06447591157768531,0.04269392100725613,0.09746623222349823,0.0010539874917011038,0.05332698998722229,0.26139770160186837,0.04143430155751935,0.055070024632403625
2018-07-07,0.04981300530325721,0.20364212737865028,0.06128754949144363,0.027443955636219625,0.030811368303673873,0.0007290130331957464,0.12567632848700724,0.01475563463393817,0.15083546159438324,0.026438865111490246,0.001984682611081585,0.017408428330896227,0.17308767836922867,0.021164160745166416,0.007600043224375469,0.054802141983987786,0.006035576560093388,0.07811018453463969,0.19339617810838428,0.0063434428202698324,0.03839212041460386,0.02162612395800656,0.05109412826404434,0.022162834636253115,0.18914513653053155,0.005945207737400862,0.09320944139748431,0.00909588957375678,0.2861692377623542,0.006390799024649282,0.0786362699444601,0.012137753511629002,0.059170014323161296,0.0009880167177264301,0.062360684332440026,0.2306148531574175,0.04981856284626293,0.017888185972286152
