Date,egarch-3-1-studentst,model3-drate-0.5-opt-rmsprop-garch-3-1-normal,garch-1-1-normal,model4-drate-0.4-opt-rmsprop-egarch-3-1-studentst,model4-drate-0.4-opt-sgd-egarch-1-1-studentst,model2-drate-0.5-opt-sgd-egarch-1-1-studentst,model5-drate-0.4-opt-rmsprop-garch-1-1-normal,model2-drate-0.4-opt-sgd-garch-1-1-normal,model3-drate-0.5-opt-sgd-garch-1-1-normal,model4-drate-0.5-opt-rmsprop-egarch-1-1-studentst,model1-drate-0.4-opt-sgd-garch-1-1-normal,model5-drate-0.5-opt-rmsprop-garch-1-1-normal,model1-drate-0.4-opt-rmsprop-garch-1-1-normal,model1-drate-0.5-opt-rmsprop-garch-1-1-normal,model3-drate-0.4-opt-sgd-garch-1-1-normal,model4-drate-0.5-opt-rmsprop-garch-1-1-normal,model2-drate-0.5-opt-sgd-garch-1-1-normal,model5-drate-0.5-opt-rmsprop-egarch-1-1-studentst,model2-drate-0.4-opt-sgd-egarch-3-1-studentst,model5-drate-0.4-opt-rmsprop-egarch-3-1-studentst,model1-drate-0.5-opt-sgd-garch-1-1-normal,model4-drate-0.5-opt-sgd-garch-1-1-normal,model1-drate-0.4-opt-rmsprop-egarch-1-1-studentst,model3-drate-0.4-opt-rmsprop-egarch-1-1-studentst,model4-drate-0.4-opt-sgd-garch-1-1-normal,model4-drate-0.4-opt-rmsprop-garch-1-1-normal,model3-drate-0.5-opt-rmsprop-egarch-1-1-studentst,model3-drate-0.5-opt-sgd-egarch-1-1-studentst,model1-drate-0.4-opt-sgd-egarch-1-1-studentst,model2-drate-0.4-opt-rmsprop-garch-1-1-normal,model1-drate-0.5-opt-rmsprop-egarch-1-1-studentst,model2-drate-0.5-opt-rmsprop-egarch-1-1-studentst,model2-drate-0.5-opt-rmsprop-garch-1-1-normal,model1-drate-0.5-opt-sgd-egarch-1-1-studentst,model4-drate-0.5-opt-sgd-egarch-1-1-studentst,model5-drate-0.5-opt-sgd-garch-1-1-normal,model2-drate-0.4-opt-rmsprop-egarch-1-1-studentst,model3-drate-0.4-opt-rmsprop-garch-1-1-normal,model3-drate-0.4-opt-sgd-egarch-1-1-studentst
2018-06-28,0.15988071070839358,0.03454540496076932,0.18768550544096965,0.01306943921680679,0.0020574299967442426,0.008625602549758084,0.07914465140415966,0.03052223188306666,0.09482841213170104,0.03771050648000231,0.0021953664667488867,0.09230844696744461,0.1336376830008252,0.18978644584557283,0.05677281214064778,0.20962699067312096,0.008187028890934405,0.010370357462534315,0.002051293890518483,0.01639986356726861,0.021344683439203857,0.21787291854042087,0.007138575657528409,0.0005742669662994113,0.40136640878384255,0.023188681280477474,0.003840139865906942,0.0011022062735218353,0.0030709222019244375,0.05090174877161177,0.015867638750114467,0.02262194440101115,0.0003821935878805093,0.13614038258614125,0.0015511843637706412,0.10553644441264674,0.024498550177140723,0.006879213141556149,0.002139816632674651
2018-06-29,0.07063668268230247,0.020380916660587643,0.13683497999398406,0.027928045527937602,0.004171947919402816,0.02035853326203281,0.16820852638041223,0.0038613644241752856,0.037943487277874506,0.06382464426700274,0.03232638661992213,0.05894760461942472,0.07704655265081627,0.1302703839722367,0.07151846413571335,0.15137964968019102,0.004132263962354024,2.118712927740172e-05,0.025039435822973733,0.024305473480607777,0.0010427901921855269,0.2044557807521243,0.00625190168317862,0.00566739802681437,0.22248317131012668,0.03599212380934096,0.002888926824760289,0.0026336748520154212,0.0002732808343000503,0.0005107332369753842,0.007430817197010621,0.01149364272229339,0.015119751294841215,0.12476081354148358,3.0940762227891216e-05,0.11117322282661297,0.00022748506076134822,0.010190180294272379,0.014401519746512652
2018-06-30,0.02605994756188267,0.0006708106415401912,0.07558839005766774,0.031111185773306647,0.0006908116688587486,0.0007581061437083503,0.00022834768891380507,0.05885841476991108,0.003000140422868084,0.0013362432857913348,0.031235625143171547,0.0021933416548757245,9.702402902265063e-05,0.10157172179599833,0.0004266834574141215,0.011376096122243589,1.481612804900644e-05,0.01823187819277696,0.0056241498898632865,0.004630063590187503,0.03471639909689806,0.03569420770422186,0.0019227788594071067,0.022449661901734135,0.14924274651116032,0.0019150392658991537,0.000528928812102482,0.03934302493868805,0.007786082716777297,0.0006193686117319228,0.00037798640183240244,0.002520018074199433,0.01472281617927863,0.028696342251984114,0.0625633922586385,0.01794254687996928,0.0016839690854540386,0.02041133182479803,0.015530952542536206
2018-07-01,0.002802540130839915,0.0031975628057763442,0.06943007890175242,0.01612447744946594,0.001110583180588008,0.00195530073156481,0.01711657483830919,0.0072999314964251,0.0011194121644010437,0.012093128931338282,0.0021004160832711538,1.982648885556215e-08,0.05295838247932881,0.06902653450032603,0.005439961466247822,0.03678157192786514,0.005994308562170948,0.01973525036147955,0.03746913838640776,0.0008971169985870114,0.01352284930427657,0.01196349929031394,0.003110801160065347,0.0001702531337214671,0.1910818180992235,0.008953514103709231,0.0020006299960511533,0.0005924653163296813,1.4330270285869786e-07,0.004844500567887295,2.0558783182194273e-06,0.04908487509625972,0.023051244633779756,0.08344857117446199,0.010887913785557967,0.0011880701459633996,0.003149232905593274,0.00029339549601053473,0.011015347692287571
2018-07-02,0.001963799453427728,0.019771517715833044,0.009097805393199059,0.045793185079560185,0.04398320947941495,0.002070014955308305,0.18564941619220687,0.17246565368402783,0.011780726890545398,0.01970092819135166,0.10935321272706289,0.08582342475252379,0.007954800941791698,0.008711522370385812,0.0403537096954744,0.05400147896748735,0.039439160974117364,0.08109148281358734,0.06695951307921467,0.0025181296479740898,0.10582178350687535,0.03787121811056353,0.08220968476175737,0.013516825434524071,0.06553199469440668,0.09227396682736219,0.04854984030459505,0.078636914781558,0.042648686014402096,0.04251746797133909,0.03934238252170038,0.025726374131622546,0.07891677285068789,0.009987325422266892,0.023457885427958198,0.13549877539386626,0.019109726944568063,0.08006130970167435,0.02300854642172077
2018-07-03,0.05556648020183772,0.12221485757085469,0.008603456671249697,0.033542371732674256,0.07658835756672092,0.0250351684576047,0.00680087475977992,0.04662883821843235,0.025528972967123864,0.006986491736025582,0.049463523046325265,0.029196377948818696,0.398163506780214,0.027438248251968618,0.018250771519329724,0.10774385198124596,0.007724317480384616,0.010589634884573276,0.009042086486442965,0.030260476440885822,0.01467501501079799,0.12644807879485315,0.005098937034137525,0.139148080612768,0.2914354488809741,0.2796927053519084,0.0009625874612086357,0.0686428452933225,0.10265022394019929,0.0091661729994499,0.008344993443758612,0.025429661465698573,0.15623787988172683,0.07568543856423465,0.031949566377029684,0.013608187528039217,0.003227755221074983,0.019107219492968806,0.0009183643174211944
2018-07-04,0.16149335819638436,0.04791873324650427,0.007522365885688573,0.0009123284151111988,0.009912138982887923,0.0019873299740194124,0.052956890012324974,0.10339755325921882,1.2582577670227071e-07,0.0038275183524651073,0.08254866843522651,0.013317507981089171,0.07981944854610269,0.008557250748433073,0.017145624754652034,0.009900345379501895,0.00028793183478854965,0.03969150698724817,0.04166098570196959,0.0006967287925170457,0.0013356192008266135,0.055210383634881746,0.020115144058363937,0.0016174979238143877,0.10240531801645233,0.017734870731359844,0.027508299215766408,0.001217120163219718,0.01634821097869385,0.006618986312890022,0.034990070857632026,5.48241515112367e-05,0.008061764501538192,0.0936238150436452,0.0061862911516375576,0.03331562959338824,0.005666837914143613,0.012493466802115136,0.0010839131110016375
2018-07-05,0.3112433803122857,0.14144041376650263,0.006330750433697074,0.007960887708787053,0.052446957306429245,0.018924213648705283,0.012085545226508973,0.06121741689716309,0.0036106166377582946,0.025576727483531722,0.013723481263560362,0.00673414342594186,0.21250514821120603,0.044207828108635064,0.011468320820490456,0.16004032802076515,0.0026222906187630623,0.011335972086916373,0.07227493852945077,0.013386167627006165,0.006329508277170403,0.22354287240754295,0.0022087054279310504,0.03752593005307924,0.4184841471746898,0.1850863288094356,0.0743854674325614,0.007663202026159481,0.006362687638385878,7.648977240626939e-05,0.006127945780251735,0.015533296237112434,0.1501565653088328,0.1328622816213387,0.006994150040278394,0.0782569051893604,0.0072044863760828675,0.008558558372902035,0.02359468746333261
2018-07-06,0.00011463971750253079,0.7339608318588652,0.4920517634648601,0.2442967439663456,0.11533993113508761,0.31901677433372255,0.10656844062834232,0.9212355824759697,0.36246851372043815,0.10161648082798243,0.07307219980748723,0.14421076157491028,0.7955434783089796,0.44036918772591077,0.32816743782209357,0.6971067363499529,0.46720049324812335,0.04707289582801265,0.2707392736932857,0.19841568930218656,0.4749398246573359,0.7341320820691398,0.07257254558310924,0.33036535275255496,1.1658012826007518,0.1438229703488145,0.026857906601959705,0.3201308829957364,0.039034699309242644,0.351465520611347,0.12096168925847382,0.16981417945473368,0.38015714733271333,0.7238359847743894,0.11998679446392752,0.3088504070243274,0.18571242985442024,0.3565241436614273,0.2305200256498623
2018-07-07,6.515167048345586e-06,0.5689518277759014,0.4761325376620345,0.14872134494176673,0.021074092300683404,0.2479556137853306,0.0399520564121508,0.4116501559119569,0.1982736542011144,0.11153169620625626,0.22845045050094803,0.07909914100857277,0.49424533886929684,0.3915826300638531,0.08535929750760746,0.45376446363061185,0.21552356402770004,0.015559515030008587,0.14412349636328017,0.0762072713002264,0.0574343201562923,0.4340275580324395,0.060121384957196,0.1680438716626667,1.3359116547483572,0.027548655020522082,0.006689976264955309,0.16179109273418463,0.06681525263648429,0.12879102524590388,0.07581687635477412,0.13270256679686537,0.14891933103754607,0.37812529673640777,0.07629495553522225,0.32603803205542325,0.06696651137018592,0.25941935932117255,0.03636730051514084
