Date,model4-drate-0.4-opt-rmsprop-egarch-1-1-skewstudent,egarch-1-1-skewstudent,model2-drate-0.4-opt-rmsprop-egarch-1-1-skewstudent,model3-drate-0.5-opt-rmsprop-garch-1-1-normal,garch-1-1-normal,model3-drate-0.4-opt-rmsprop-egarch-1-1-skewstudent,model5-drate-0.5-opt-rmsprop-egarch-1-1-skewstudent,model1-drate-0.4-opt-sgd-egarch-1-1-skewstudent,model5-drate-0.4-opt-rmsprop-garch-1-1-normal,model2-drate-0.4-opt-sgd-garch-1-1-normal,model3-drate-0.5-opt-sgd-garch-1-1-normal,model4-drate-0.5-opt-rmsprop-egarch-1-1-skewstudent,model1-drate-0.4-opt-sgd-garch-1-1-normal,model5-drate-0.5-opt-rmsprop-garch-1-1-normal,model1-drate-0.4-opt-rmsprop-garch-1-1-normal,model1-drate-0.5-opt-rmsprop-garch-1-1-normal,model3-drate-0.4-opt-sgd-garch-1-1-normal,model4-drate-0.5-opt-rmsprop-garch-1-1-normal,model2-drate-0.5-opt-sgd-garch-1-1-normal,model1-drate-0.5-opt-sgd-garch-1-1-normal,model4-drate-0.5-opt-sgd-garch-1-1-normal,model3-drate-0.5-opt-sgd-egarch-1-1-skewstudent,model3-drate-0.5-opt-rmsprop-egarch-1-1-skewstudent,model2-drate-0.5-opt-sgd-egarch-1-1-skewstudent,model5-drate-0.4-opt-rmsprop-egarch-1-1-skewstudent,model4-drate-0.4-opt-sgd-garch-1-1-normal,model4-drate-0.4-opt-rmsprop-garch-1-1-normal,model1-drate-0.5-opt-sgd-egarch-1-1-skewstudent,model1-drate-0.4-opt-rmsprop-egarch-1-1-skewstudent,model2-drate-0.4-opt-sgd-egarch-1-1-skewstudent,model1-drate-0.5-opt-rmsprop-egarch-1-1-skewstudent,model4-drate-0.5-opt-sgd-egarch-1-1-skewstudent,model2-drate-0.5-opt-rmsprop-egarch-1-1-skewstudent,model2-drate-0.4-opt-rmsprop-garch-1-1-normal,model2-drate-0.5-opt-rmsprop-garch-1-1-normal,model3-drate-0.4-opt-sgd-egarch-1-1-skewstudent,model3-drate-0.4-opt-rmsprop-garch-1-1-normal,model4-drate-0.4-opt-sgd-egarch-1-1-skewstudent
2018-06-28,0.0025771279421789544,3.09736821243651e-05,0.0017708011123811422,0.028442381403434205,3.1202706757179617e-06,0.00022312688273696548,0.00036595528285899876,0.005969573064600351,0.0010449352176355195,0.005496958720404381,0.010259736265769032,0.023201398769165344,0.0016448007944761354,7.417580619903173e-05,0.0025127187088175382,0.004940712319058361,0.0012248787442972694,0.0004662365860088615,0.001975071608052258,0.005233732795849612,0.008373110805228862,0.028777004314582997,0.00044678641231085756,0.07975264743464563,0.00010224065803713247,0.016702086562259716,6.06655965335694e-05,0.0003645190606366096,0.00012654039995301593,0.001850725757473125,0.015248602950046082,0.0014291876097393891,0.017643171782089313,0.004945639699939329,0.008058436328243329,0.031793333565434435,0.03551940008670512,0.009573410515966973
2018-06-29,2.438784539077095e-05,0.005792930296729187,0.0015717500615762229,0.014323509003486251,0.0006601926175301495,0.010600387682740292,0.0029895961065037314,0.041065303700052805,0.0016429846577347,0.0023543156945213884,1.0573909082724129e-06,0.0047602528770988705,0.02466586127451888,0.0024110127034449457,0.0004992369459735782,0.0024299665752267625,0.0018098001402655649,0.004360123222594826,0.009884747833367265,0.035248650313646906,0.004950603217446218,0.04285495731368987,0.0038926101959756852,0.09346786682063687,0.0010844593327243425,0.009903157773327707,0.007855776629852465,0.05304208769019584,0.0034110827171356913,0.029230528605732508,0.00044746578776882584,0.0017289368869758267,0.00022327644900633524,0.0030738156020101897,0.0021487485567432594,0.019485052389592854,0.03926290301046799,5.1994221581862e-06
2018-06-30,0.00031498072125539934,0.0010087272285273505,0.00883207146684974,0.04876703246332634,0.011169474078898912,0.006803749691608717,0.00044670770221857985,0.0028553663636815482,0.0007949545414488462,0.01702126318732625,0.005911248824972376,0.0027085946708898215,0.006625986174376925,0.011259476245354802,6.042546769984392e-06,0.002961094223954092,0.014292186772935886,0.007221491494102556,0.005925122794550198,0.03325298468002573,0.012561935192428214,0.015652737104609793,0.0030463671738635025,0.016768082039056817,0.003222475965543543,0.0017258802330597674,0.0008648977639814298,0.004114149369194277,0.00012996559116477534,0.0020803503833585024,0.0017851509536772254,0.019096219281965362,6.685971847620226e-05,0.0036784182816587923,0.01341305418103808,0.01370092471421315,0.05176300661736837,0.005479937984866907
2018-07-01,0.0003695432206081004,0.02648661125046415,0.027404331880842445,0.005192611314280255,0.04219040528128697,0.011500415021939343,0.0012859693625340619,0.08703360712097835,5.074864450170804e-06,0.00044411634122345963,0.016069031069113338,0.010740735970456815,0.003367042205161289,0.006397268768245512,1.2921983264820234e-05,0.006542588671269,0.01028671377167231,0.010035226964942894,0.022635008112983628,0.06377989022086061,0.0018298128837163472,0.018535215414773615,0.008708095706141247,0.006127836833671603,0.002017353333561584,0.002781553903797593,0.006674180859559239,0.013374713863575558,0.002806430933549999,0.014253811635503535,0.00026885052539982353,0.006163261438647825,0.00016459440293374277,0.0007217467071609157,0.015739286225672708,0.0691774677965975,0.04105294681858604,0.004276850137789423
2018-07-02,0.00040750606516585944,0.009341863678194413,0.008170739057832261,0.012470465053607084,0.04299450269388154,0.0026778313341092926,0.00016015108865918186,0.06575464040285166,0.002816503068930419,0.002998206116954809,0.013493799929065818,0.0016787091708803574,0.006735376491722033,0.010963457731417103,0.003021485810072969,0.0037672039465856603,0.01930463940216726,0.028619563635235518,0.00038129968555223107,0.03115779109850052,0.0042060840503461375,0.011283430139000794,0.0008209052126242786,0.027184648196475272,0.009573203818543239,0.008398493249954368,0.009251601637519997,0.002485710364428204,0.002435935319381789,0.00934866728241948,0.0011970557548960402,0.006390731923403443,6.35472122532266e-05,0.018382247276745742,0.002485460747173979,0.008163989244219554,0.01323100976952687,0.009797631609517203
2018-07-03,0.00034462172693953643,0.04252883479658939,0.0009008472228780569,0.0009930890260568311,0.08347659695403949,0.0010305405188950983,0.00668685835456689,0.011154748974069059,0.0007008858632791563,0.0004758904265894654,0.004155476700669106,0.0030513176168411667,0.0006436771344156186,0.0005079627538993977,0.003879272108696406,0.00027506630690798007,0.006419817567106973,0.024928970128134036,0.0030647289422986554,0.022183369965250704,7.834776099457028e-05,0.0044341398100607235,0.00033202900030705973,0.00860821376890406,1.1026069770610942e-06,0.018939265209266712,0.003095162658533997,0.003721178373430535,0.0005311725087078286,0.0006951811924792729,0.0005108170864930522,4.074552386443653e-05,7.591148875674201e-05,0.0025819080993378495,0.013132734365347553,0.03006964675253602,0.00031382243173909473,0.0014423549213496438
2018-07-04,7.012047620335851e-05,0.1107525752166889,0.002219516950407698,0.0024079234507159678,0.14320095213349057,0.00012683800476037335,0.0035200777343954784,0.008563756540749451,0.0016381891167831248,0.002275455875038109,0.007385850668367896,0.008904440502066353,0.0034498193725934338,0.0055210001556400545,2.520886442696181e-05,0.007960418782215564,0.002689747553134862,0.019952708619062984,0.014851811130241548,0.017062302033921936,0.0004212463568734415,0.009121358597756554,1.086020820086886e-05,0.051153794844336305,0.00042457422581446906,0.007329058916003059,0.020271630712944088,0.020880098853379648,1.2571073718644794e-05,0.011140473397607995,0.0035420741478732224,0.01283111529530398,0.006018844610494396,2.3036342541636214e-05,0.0006550465399099244,0.04682727079699231,0.0034376608834448185,2.741304665185397e-05
2018-07-05,0.0009065318733893496,0.21837701896566875,0.00011617001030507753,0.020213261522681106,0.21266354999917136,0.016326682219241797,0.00046966230978466247,0.043630827769819705,0.006660850260891595,0.0012825754996940877,0.07322073197805141,0.004334621669014095,0.006946437989469529,0.03021622790695181,0.001302957186260575,0.008201408512165095,0.009319684734529026,0.03379623238274299,0.0036658925340505313,0.021090976291125347,0.012853287761600465,0.026669831523938425,0.0072660415925273345,0.019976519641748895,0.0040472201832535346,8.450719944330209e-05,0.000854039210048579,0.027457711638437438,0.0010224664143122664,0.0004399495236107858,0.00032169124481796113,0.033309916067865736,0.0003517621687863302,0.013950489959240713,0.005884815213173932,0.06309273685053617,0.07845003628366837,0.005179305762473073
2018-07-06,0.1595926793208007,3.1174581159868625e-05,0.11861089485012573,0.07582513681951727,0.003525345174855093,0.013809828035032298,0.1512067759159755,0.0008200923564458182,0.02170627172035827,0.012491599569673552,0.0019306624970486246,0.09045807821494482,0.026234217632820602,0.007078905988591953,0.10177200879290639,0.1323224250224804,0.005934322617001856,0.07296209955428734,0.06253291668021164,0.006689470733014338,0.030135597149387877,0.0005082664151367941,0.22764782160757907,0.005445215681741319,0.03772482080395777,0.01256701639985421,0.026575326306995627,0.013786823441754492,0.0657371574863994,0.038788075390924784,0.21631997709342835,0.18804095644041244,0.21790440660590382,0.10751350119277629,0.08014867016731729,1.9286987655100483e-05,0.03525293337061245,0.06596248857992226
2018-07-07,0.0999077177225176,0.001613655068401975,0.07631065430175629,0.022843390660889085,0.0007035479245325284,0.015235108386853996,0.06192048523695712,0.004624512903749143,0.0015986827709415113,0.002814680360938343,0.017661133851726712,0.04966436495188781,0.0021167941491783376,0.008716485218138736,0.06379287343737393,0.06325080702522975,0.007872548182865471,0.018163354852811068,0.03253839151338499,0.022410710135498422,0.04862440044828728,1.0115063447481393e-05,0.166163285908558,0.002373005203694794,0.02655101802995718,0.011013686265767146,0.00657501906267211,0.0017980916890028243,0.04263394135957737,0.010373640714063883,0.14020194459373336,0.18016411094039503,0.13524142409524323,0.04868308246637572,0.01656583453226414,2.54246635835095e-07,5.673959202588929e-05,0.08575507891256398
2018-07-08,0.07887390435316712,0.0014557596848844665,0.08937887703173315,0.02456793004230485,0.002474574609140824,0.026836354416904205,0.06905054442155578,0.011785756215115503,0.0028954389133877905,0.02465422296983136,0.013365972044698268,0.0881712748062527,0.0058704562633389345,0.003362407186012493,0.059050264958259935,0.04629168813092189,8.523393747495578e-05,0.008650473700005637,0.014227022476706003,0.010991782641984792,0.013314760429918727,0.00891169931820848,0.1838521484297989,0.005408485006778456,0.025949032130133585,0.012082510336362129,0.0013062241255666792,0.004208727060901589,0.05701951924181752,0.02988977742109798,0.1211970889372428,0.12330795379437524,0.11612085527323254,0.05079139024673271,0.02605033211898221,0.008110316782421153,0.0005351378736441501,0.08907993719721459
2018-07-09,0.09564286756522206,0.02119814336878409,0.0800148206477201,0.01528898882304097,0.013938224439930019,0.034962758485036265,0.07428532353358631,0.013872889437092237,0.0040807963058725645,0.002095785444819272,0.06638573278820689,0.051658948848520306,0.013295838169787553,0.003651771519290153,0.05014060560328248,0.04002231939763457,0.006837551638614766,0.010242729472811652,0.025431194623263823,0.02089113825501745,0.020992376271738663,0.01241701246291515,0.16686993439520895,0.004081687952797678,0.02503083465852528,0.003902162408969658,0.007326620556649494,0.0006242247049533366,0.05052962728131924,0.037805992237120625,0.12124817105837542,0.11630152959203072,0.1177552241151848,0.049392489195256524,0.023677866680596914,0.0025629340905358243,0.004154860928267028,0.06997720056356072
2018-07-10,0.013115866445543313,0.002877451723825996,0.02482480644513644,0.007811249476651181,0.0001241967175208163,0.0004007544889241649,0.01893739648490614,0.00020731747428314853,0.0008718651856290888,0.007787957776389845,0.08886674405017492,0.020006128850681804,0.017876667805085112,0.004739424279063304,0.008721406952196194,0.007967769508488093,0.012970134122195127,0.006343706202261944,8.485664446467775e-07,4.939076927713004e-05,0.0008841289927354913,0.07627202672156069,0.057558317785269035,0.029145969414685478,0.013861780610069662,0.011735492174055253,0.008825778890210826,0.07168481826400146,0.015158094455269515,0.004437595974054979,0.046285621197070866,0.032151446128563625,0.04204113395634042,0.014678963725408075,0.006557087204121579,0.024094523289358582,0.03611634058069242,0.02238256962325562
2018-07-11,0.04125213690666981,0.003672734203914572,0.024447344381309043,0.006557193673444471,0.008377279999839202,0.01665450923367029,0.04966022595243835,0.004325324694271285,0.001431730949399436,0.009790233590183946,0.10256729339314115,0.04042241767860174,0.00320864138209514,0.002058328852914314,0.016348481542357404,0.006972505637314491,0.009461520843541642,0.0006632710528573878,0.007324186423818139,0.00488199845911626,0.00020131553988039783,0.026329069984670567,0.05500887075803732,0.0015228882440460477,0.012584065388732057,0.0027689139417759715,0.0008678026771695103,0.02628394794791877,0.036474697558087806,0.0006451310823392684,0.060849252113032194,0.05202419082650528,0.045177187394465024,0.031163420185297837,0.008416976352356302,0.026543388850978056,0.03366220201506785,0.12526203125363206
2018-07-12,0.024146883822776515,0.001715621167686621,0.020487452518541824,0.01371777984630749,0.001225330596765469,0.002939865463560712,0.04061352922984021,0.0030747242608232138,0.007586553928185764,0.017061264063822117,0.09440160620530542,0.006194545690561628,0.005900715711106136,1.3116466208220884e-05,0.01578807735643561,0.025852043324625613,0.014576989431827045,0.0007547494529902112,0.0075031744646823755,0.0012549918245676082,0.0005746230424612428,0.04617480415980162,0.07869280524318226,0.0018568725270552261,0.017457992364765366,0.00040978203606737606,0.0003520255441234008,0.027719014593184828,0.034787776669535676,0.0011655330301158402,0.09938336904977085,0.10018633045294496,0.0578769687374542,0.02721665369233577,0.014644914906881091,0.026779958913590605,0.03938010201392571,0.05403694316646859
2018-07-13,0.06079322817639825,0.0011265027838116767,0.06431003757255543,0.025589027752187212,0.001794246344277773,0.03292990481924563,0.05226795397859077,0.005107430327756986,0.015507284562596469,0.0008577739431517202,0.014075390742572568,0.035645201376373684,0.026864373063634185,0.002796691865573385,0.04680472116571582,0.05239044351805553,0.001564647710491614,0.00044204507655268716,0.03584991129879924,0.0028468533399329723,0.005554249589847112,0.020140835650188652,0.13619934036007522,0.0001698828607000312,0.023059038423134712,0.02332412781193287,0.011915793831508264,0.0020244206168783473,0.03381176174321815,0.0034593604453769075,0.12304103670917942,0.05481016475611781,0.09742519186658734,0.10499512208763015,0.031084739377493634,0.02513022380052347,0.004866246655130738,0.05327066554349481
2018-07-14,0.06172540748812096,0.00033081157946771245,0.0765380305516518,0.02941711567381861,0.000894302576380536,0.027932244717984958,0.05005796552110515,0.00738829211810315,0.013743647813255972,0.0006056641564340035,0.00711664586618741,0.032667119321777016,0.014923425986714407,0.0021581000129442473,0.04542258746619548,0.0704018052227923,0.005302045333897217,0.0021271517190469334,0.056223312217185704,0.011759679303753623,0.014833670052039038,0.014199480944249766,0.13492369960145026,0.009854518019694787,0.01995367990817384,0.00812450301205228,0.008101512979882581,0.0013206933526789106,0.04859652932152885,0.0007002721123651786,0.15936971398613867,0.07768773993090065,0.10218409156268671,0.11102366280275844,0.03803186627995282,0.025713153544377407,0.023720960615179396,0.053098756866957364
2018-07-15,0.05715177303406476,0.0058614466556431285,0.08313214757299832,0.025800091883903035,0.0014869655586074604,0.03690216797895961,0.02520946889031167,0.002539226684190791,0.005098841123199221,0.006299915981588961,0.013215555572045725,0.036478696600782255,0.003383832672756371,0.00032608883819387015,0.03585289234617098,0.05773917359737741,0.0025564652757849773,3.0580563892996333e-06,0.04938055955813062,0.02017512583245068,0.005244572402396275,0.03787325836199708,0.13940861437537824,0.0009538572778273584,0.014882274985583465,0.01176400328862854,0.0053658218174992,0.0040793168542542415,0.03535911307927976,0.0015399730264178226,0.13388376138847582,0.1702268567508357,0.11237968931150412,0.09869367193730946,0.026155661364173556,0.03709706350713294,0.0015392204474264962,0.01638771734719892
2018-07-16,0.021470571993109772,0.01909310993914762,0.03845686900589197,0.003127257776038883,0.004080904274733798,0.011780653729275347,0.007270986535379235,0.001108073637363168,9.605979612043896e-05,0.0003380751480246254,0.02332267758118796,0.013975651561343986,6.096457076452846e-08,0.0009110014186105575,0.014809809312542846,0.016542263224086827,0.052802175687910416,0.011479973890564698,0.004338498568552269,1.2807881344608493e-05,1.6725809302993778e-05,0.07963576766951372,0.08213202829835306,0.004830867186093599,0.000599483882362114,0.004564354957401615,0.0030361764093380116,0.01816689919230185,0.026045912230437406,0.0007396866024489015,0.08392128681613252,0.1753452929926027,0.07041676811573817,0.06930766514281443,0.0017991179004266209,0.03363513453018029,0.0002796313024174272,0.016053475347705765
2018-07-17,0.0005896685010439277,0.11998611076645739,0.0015117894063351178,0.0011282579260482456,0.032894257429952126,0.010621625548430085,0.0007989311890721952,0.0013560099842412805,0.0017272752305854946,0.0015758402846788437,0.09879843965834363,0.0008956513748859811,0.007372108031868433,0.0066498040744749735,0.000138009180034336,0.0007447971611004693,0.0904591466176355,0.08268058627760866,0.021928447788414508,0.02693684193053924,0.011783706229439216,0.1273333731214202,0.0066400514348320975,0.016904529723493204,0.0015462900590838867,0.01613518824838106,0.04021121843738777,0.07481537903890217,0.0015390783561948166,0.0073547640235434005,0.009738837809161727,0.1537432249055039,0.02260936832890358,0.006251980761709157,0.004520357082743725,0.08156270526974786,0.0803091841061594,0.015594129551289342
2018-07-18,0.002093605518571206,0.02043121561311111,0.0009630154507642706,1.8637315763646985e-05,0.004796605068407452,0.0029955869808409113,0.0039702584925302925,0.005079047326304389,4.174812353259257e-06,0.0038820383532259164,0.03984347971881632,0.013907412312841757,0.0003393288109729515,0.0005508421089719384,0.002226813635703063,0.0017688654588777037,0.07830834122880487,0.03706627444379455,0.0031462536524492126,0.021795460098575244,0.008110422786781793,0.051321932814853394,0.008567839777247035,0.0038986881326432354,0.0003195590897433596,5.495811768645591e-05,0.011334469540709284,0.024373371892421062,5.257598940810072e-05,0.009251110962828293,0.011688868846396118,0.23328484065855976,0.012938540220854961,0.004534873884033509,0.0016162129646717699,0.03020564600188959,0.05871886402948885,0.04287780029494442
2018-07-19,0.009042196823417774,0.00011107074069486203,0.0003645134190523186,0.0005271638261009622,0.0007825304160143567,0.0004892275325406793,0.007372057541587253,0.0012769663914558986,2.4620565954565623e-05,0.008813854047514115,0.03439643478217891,0.017713648033144968,0.007461189033795032,0.0001900155148191484,0.0011422098688940803,0.0006064745756258525,0.023336093748553235,0.020720988839289693,0.0002626157839461074,0.021874974531362872,0.0003007063106955292,0.012832348992722403,0.0039122521191384835,0.0010558631864748373,0.00027317913161655513,0.0012523429258035808,0.007352823855871699,0.021399774745656904,0.0006254577598991082,0.012249612706363424,0.011796463693491846,0.1661811082521431,0.0135309266868423,0.0027771046595366318,0.00026350374641947744,0.050204155586709515,0.026748327238782538,0.04078460284076028
2018-07-20,0.010565600469233266,0.010426016617066753,0.003193901184535508,1.2438795313117285e-07,0.01707897539331128,0.004032566841185296,0.02034406051214438,0.00021396834239006499,8.648249996325313e-05,0.007657643629804839,0.01948304908677509,0.015389173297670375,7.133210796027114e-05,0.006949803049463568,0.0011318942946727136,0.0002491130249229592,0.02505607019801394,0.02549976015353161,0.0008793614499606201,0.011415275624039389,0.0006361331300913343,0.02465896838390161,0.008335116054890651,0.0184816393488888,0.0022352923109410314,6.897406750527549e-05,0.00786982129247721,6.115543049830883e-05,0.0005009366110693468,0.01237664999528123,0.014334314301007867,0.1127756881358615,0.021948431615218884,1.4175727733431605e-05,0.0003883677896107814,0.012157486629504796,0.011257197954793614,0.016053783694302874
2018-07-21,0.004189830268809706,0.0453223002976407,0.00026564502209169464,1.0946155630400948e-07,0.03968936557245914,0.004364808089276953,0.019113831247176995,0.0029062708217450412,0.003080650695150941,0.0032721683649716473,0.01580531467110351,0.013257028526126821,0.012389301287101667,0.002445725637343677,2.8032474144524243e-05,0.000343327667292343,0.004152763598592448,0.034771623948009776,0.011263341239320322,0.007495486845700394,0.0016394339658651006,0.00583655504864578,0.0069606351901468876,0.0534369427249415,0.0035660782572250025,0.001574288908904976,0.005599615665546714,0.03831075344524707,5.227868779205076e-05,0.024755718181213568,0.009114055824050367,0.09211299676397083,0.014623280619282251,0.0048045194224631,0.0005018218146515033,0.08172755721969598,0.006481950231070686,0.036919343732684726
